"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10236","5098","15334"
"National","eastern cape","Private Health","Male","8656","3954","12610"
"National","eastern cape","Public Health","Female","148990","60036","209026"
"National","eastern cape","Public Health","Male","123030","43643","166673"
"National","free state","Private Health","Female","9110","4624","13734"
"National","free state","Private Health","Male","7514","3575","11089"
"National","free state","Public Health","Female","83309","40927","124236"
"National","free state","Public Health","Male","71380","30797","102177"
"National","gauteng","Private Health","Female","52833","30187","83020"
"National","gauteng","Private Health","Male","48535","25935","74470"
"National","gauteng","Public Health","Female","161022","65965","226987"
"National","gauteng","Public Health","Male","127441","48594","176035"
"National","kwazulu-natal","Private Health","Female","16722","9537","26259"
"National","kwazulu-natal","Private Health","Male","15205","8198","23403"
"National","kwazulu-natal","Public Health","Female","157339","71971","229310"
"National","kwazulu-natal","Public Health","Male","107320","43695","151015"
"National","limpopo","Private Health","Female","11810","5345","17155"
"National","limpopo","Private Health","Male","9194","3710","12904"
"National","limpopo","Public Health","Female","144667","51026","195693"
"National","limpopo","Public Health","Male","124889","38116","163005"
"National","mpumalanga","Private Health","Female","3906","1706","5612"
"National","mpumalanga","Private Health","Male","3420","1520","4940"
"National","mpumalanga","Public Health","Female","77273","28504","105777"
"National","mpumalanga","Public Health","Male","63616","19638","83254"
"National","northern cape","Private Health","Female","2104","1047","3151"
"National","northern cape","Private Health","Male","1931","819","2750"
"National","northern cape","Public Health","Female","18086","7302","25388"
"National","northern cape","Public Health","Male","14240","5365","19605"
"National","north west","Private Health","Female","5121","2401","7522"
"National","north west","Private Health","Male","4650","2029","6679"
"National","north west","Public Health","Female","77765","27937","105702"
"National","north west","Public Health","Male","64520","20424","84944"
"National","western cape","Private Health","Female","23072","12643","35715"
"National","western cape","Private Health","Male","20903","10945","31848"
"National","western cape","Public Health","Female","48354","16690","65044"
"National","western cape","Public Health","Male","40463","13727","54190"
