"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","858766","0","148147","1006913"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463631","0","91737","555368"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1415687","0","203822","1619509"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1154851","0","177792","1332643"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1048435","0","148110","1196545"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","810644","0","125323","935967"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206916","0","33991","240907"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","691523","0","111312","802835"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","658478","0","110192","768670"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60871","0","24221","85092"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12199","36595"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137563","0","65384","202947"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94505","0","40024","134529"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21922","0","7151","29073"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23477","0","8965","32442"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1347915","1135497","241883","2725295"
"Pfizer","National","eastern cape","12-17 Years","290912","112731","0","403643"
"Pfizer","National","free state","12-17 Years","171313","79923","0","251236"
"Pfizer","National","free state","Adults","678678","597297","140136","1416111"
"Pfizer","National","gauteng","12-17 Years","389831","170681","17","560529"
"Pfizer","National","gauteng","Adults","3926638","3405039","675817","8007494"
"Pfizer","National","kwazulu-natal","Adults","1994512","1661523","332697","3988732"
"Pfizer","National","kwazulu-natal","12-17 Years","296586","133401","9","429996"
"Pfizer","National","limpopo","Adults","1049435","882885","174021","2106341"
"Pfizer","National","limpopo","12-17 Years","290560","98197","2","388759"
"Pfizer","National","mpumalanga","12-17 Years","148215","51368","0","199583"
"Pfizer","National","mpumalanga","Adults","578492","477265","107432","1163189"
"Pfizer","National","northern cape","12-17 Years","36361","14533","0","50894"
"Pfizer","National","northern cape","Adults","227801","194827","36224","458852"
"Pfizer","National","north west","12-17 Years","152056","52791","4","204851"
"Pfizer","National","north west","Adults","625828","541588","111385","1278801"
"Pfizer","National","western cape","12-17 Years","132792","54005","2","186799"
"Pfizer","National","western cape","Adults","2126801","1869175","487629","4483605"
