"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","156","36","192"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14419","5572","19991"
"National","eastern cape","Amathole DM","Public Health","Male","12404","4573","16977"
"National","eastern cape","A Nzo DM","Public Health","Female","32690","17651","50341"
"National","eastern cape","A Nzo DM","Public Health","Male","29044","13783","42827"
"National","eastern cape","Buffalo City MM","Private Health","Female","2769","1131","3900"
"National","eastern cape","Buffalo City MM","Private Health","Male","2265","874","3139"
"National","eastern cape","Buffalo City MM","Public Health","Female","16373","9500","25873"
"National","eastern cape","Buffalo City MM","Public Health","Male","13016","6724","19740"
"National","eastern cape","C Hani DM","Private Health","Female","217","105","322"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13613","3580","17193"
"National","eastern cape","C Hani DM","Public Health","Male","10975","2617","13592"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","643","358","1001"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","483","215","698"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7751","2699","10450"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6910","2177","9087"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3980","2008","5988"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3613","1684","5297"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15664","6456","22120"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12210","4583","16793"
"National","eastern cape","O Tambo DM","Private Health","Female","300","116","416"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43430","17075","60505"
"National","eastern cape","O Tambo DM","Public Health","Male","36637","12819","49456"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1534","1061","2595"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1334","803","2137"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9521","5336","14857"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8001","3989","11990"
"National","free state","Fezile Dabi DM","Private Health","Female","469","339","808"
"National","free state","Fezile Dabi DM","Private Health","Male","438","276","714"
"National","free state","Fezile Dabi DM","Public Health","Female","13014","4989","18003"
"National","free state","Fezile Dabi DM","Public Health","Male","10688","3620","14308"
"National","free state","Lejweleputswa DM","Private Health","Female","3678","1418","5096"
"National","free state","Lejweleputswa DM","Private Health","Male","2946","1075","4021"
"National","free state","Lejweleputswa DM","Public Health","Female","13880","5237","19117"
"National","free state","Lejweleputswa DM","Public Health","Male","11921","3705","15626"
"National","free state","Mangaung MM","Private Health","Female","2922","1993","4915"
"National","free state","Mangaung MM","Private Health","Male","2416","1524","3940"
"National","free state","Mangaung MM","Public Health","Female","23098","13737","36835"
"National","free state","Mangaung MM","Public Health","Male","20670","11129","31799"
"National","free state","T Mofutsanyana DM","Private Health","Female","1802","1108","2910"
"National","free state","T Mofutsanyana DM","Private Health","Male","1554","900","2454"
"National","free state","T Mofutsanyana DM","Public Health","Female","26419","15278","41697"
