"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","120","0","124","244"
"Janssen Vaccines & Prevention B.V","free state","Adults","14","0","54","68"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","293","0","99","392"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","163","0","101","264"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","135","0","187","322"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","96","0","145","241"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","37","0","40","77"
"Janssen Vaccines & Prevention B.V","north west","Adults","66","0","59","125"
"Janssen Vaccines & Prevention B.V","western cape","Adults","88","0","52","140"
"Pfizer","eastern cape","12-17 Years","245","327","0","572"
"Pfizer","eastern cape","Adults","252","313","381","946"
"Pfizer","free state","12-17 Years","16","33","0","49"
"Pfizer","free state","Adults","39","24","58","121"
"Pfizer","gauteng","12-17 Years","115","47","0","162"
"Pfizer","gauteng","Adults","161","165","195","521"
"Pfizer","kwazulu-natal","12-17 Years","49","10","1","60"
"Pfizer","kwazulu-natal","Adults","172","121","72","365"
"Pfizer","limpopo","12-17 Years","365","90","0","455"
"Pfizer","limpopo","Adults","161","147","136","444"
"Pfizer","mpumalanga","12-17 Years","126","90","0","216"
"Pfizer","mpumalanga","Adults","59","105","46","210"
"Pfizer","northern cape","12-17 Years","43","88","0","131"
"Pfizer","northern cape","Adults","37","38","27","102"
"Pfizer","north west","12-17 Years","29","11","0","40"
"Pfizer","north west","Adults","26","21","49","96"
"Pfizer","western cape","12-17 Years","26","77","0","103"
"Pfizer","western cape","Adults","120","112","198","430"
