"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","507","0","934","1441"
"Janssen Vaccines & Prevention B.V","free state","Adults","350","0","587","937"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1230","0","1197","2427"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","689","0","737","1426"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","415","0","1004","1419"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","910","0","899","1809"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","101","0","184","285"
"Janssen Vaccines & Prevention B.V","north west","Adults","389","0","770","1159"
"Janssen Vaccines & Prevention B.V","western cape","Adults","471","0","669","1140"
"Pfizer","eastern cape","12-17 Years","1928","925","0","2853"
"Pfizer","eastern cape","Adults","467","675","1551","2693"
"Pfizer","free state","12-17 Years","669","622","0","1291"
"Pfizer","free state","Adults","334","451","985","1770"
"Pfizer","gauteng","12-17 Years","1016","1103","0","2119"
"Pfizer","gauteng","Adults","1679","2832","4519","9030"
"Pfizer","kwazulu-natal","12-17 Years","786","1054","0","1840"
"Pfizer","kwazulu-natal","Adults","778","1213","1585","3576"
"Pfizer","limpopo","12-17 Years","734","535","0","1269"
"Pfizer","limpopo","Adults","290","469","1016","1775"
"Pfizer","mpumalanga","12-17 Years","1342","521","0","1863"
"Pfizer","mpumalanga","Adults","404","459","825","1688"
"Pfizer","northern cape","12-17 Years","246","47","0","293"
"Pfizer","northern cape","Adults","93","143","324","560"
"Pfizer","north west","12-17 Years","683","712","0","1395"
"Pfizer","north west","Adults","271","440","746","1457"
"Pfizer","western cape","12-17 Years","148","205","0","353"
"Pfizer","western cape","Adults","638","904","2871","4413"
