"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","74"
"Janssen Vaccines & Prevention B.V","free state","Adults","21"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","402"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","149"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","131"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","101"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","43"
"Janssen Vaccines & Prevention B.V","north west","Adults","84"
"Janssen Vaccines & Prevention B.V","western cape","Adults","112"
"Pfizer","eastern cape","12-17 Years","387"
"Pfizer","eastern cape","Adults","307"
"Pfizer","free state","12-17 Years","12"
"Pfizer","free state","Adults","56"
"Pfizer","gauteng","12-17 Years","76"
"Pfizer","gauteng","Adults","296"
"Pfizer","kwazulu-natal","12-17 Years","30"
"Pfizer","kwazulu-natal","Adults","121"
"Pfizer","limpopo","12-17 Years","102"
"Pfizer","limpopo","Adults","162"
"Pfizer","mpumalanga","12-17 Years","110"
"Pfizer","mpumalanga","Adults","95"
"Pfizer","northern cape","12-17 Years","8"
"Pfizer","northern cape","Adults","45"
"Pfizer","north west","12-17 Years","14"
"Pfizer","north west","Adults","104"
"Pfizer","western cape","12-17 Years","42"
"Pfizer","western cape","Adults","105"
