"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","74","0","133","207"
"Janssen Vaccines & Prevention B.V","free state","Adults","21","0","34","55"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","402","0","226","628"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","149","0","113","262"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","131","0","250","381"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","101","0","161","262"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","43","0","44","87"
"Janssen Vaccines & Prevention B.V","north west","Adults","84","0","121","205"
"Janssen Vaccines & Prevention B.V","western cape","Adults","112","0","79","191"
"Pfizer","eastern cape","12-17 Years","469","387","0","856"
"Pfizer","eastern cape","Adults","227","307","347","881"
"Pfizer","free state","12-17 Years","30","12","0","42"
"Pfizer","free state","Adults","54","56","90","200"
"Pfizer","gauteng","12-17 Years","77","76","0","153"
"Pfizer","gauteng","Adults","345","296","321","962"
"Pfizer","kwazulu-natal","12-17 Years","20","30","0","50"
"Pfizer","kwazulu-natal","Adults","152","121","102","375"
"Pfizer","limpopo","12-17 Years","421","102","0","523"
"Pfizer","limpopo","Adults","158","162","203","523"
"Pfizer","mpumalanga","12-17 Years","47","110","0","157"
"Pfizer","mpumalanga","Adults","52","95","53","200"
"Pfizer","northern cape","12-17 Years","78","8","0","86"
"Pfizer","northern cape","Adults","31","45","28","104"
"Pfizer","north west","12-17 Years","5","14","0","19"
"Pfizer","north west","Adults","75","104","96","275"
"Pfizer","western cape","12-17 Years","83","42","0","125"
"Pfizer","western cape","Adults","108","105","137","350"
