"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","857193","0","145420","1002613"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463008","0","89961","552969"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1410461","0","200439","1610900"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1151750","0","174995","1326745"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1046054","0","143971","1190025"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","808213","0","122628","930841"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206635","0","33684","240319"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690535","0","109909","800444"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","656788","0","108724","765512"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60868","0","24220","85088"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137541","0","65383","202924"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94501","0","40024","134525"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21918","0","7151","29069"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1342183","1130445","236911","2709539"
"Pfizer","National","eastern cape","12-17 Years","287326","106351","0","393677"
"Pfizer","National","free state","12-17 Years","171651","79481","0","251132"
"Pfizer","National","free state","Adults","676028","594601","137416","1408045"
"Pfizer","National","gauteng","12-17 Years","392218","170508","15","562741"
"Pfizer","National","gauteng","Adults","3916188","3394965","667992","7979145"
"Pfizer","National","kwazulu-natal","Adults","1987333","1654779","328646","3970758"
"Pfizer","National","kwazulu-natal","12-17 Years","297027","130542","9","427578"
"Pfizer","National","limpopo","Adults","1045137","879709","171908","2096754"
"Pfizer","National","limpopo","12-17 Years","288858","95532","2","384392"
"Pfizer","National","mpumalanga","12-17 Years","147665","49149","0","196814"
"Pfizer","National","mpumalanga","Adults","575678","475060","106287","1157025"
"Pfizer","National","northern cape","12-17 Years","36242","14056","0","50298"
"Pfizer","National","northern cape","Adults","227069","194226","35924","457219"
"Pfizer","National","north west","12-17 Years","153194","52758","4","205956"
"Pfizer","National","north west","Adults","623914","540240","110419","1274573"
"Pfizer","National","western cape","12-17 Years","131668","53076","2","184746"
"Pfizer","National","western cape","Adults","2122821","1865075","483384","4471280"
