"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10332","5067","15399"
"National","eastern cape","Private Health","Male","8744","3952","12696"
"National","eastern cape","Public Health","Female","147145","56684","203829"
"National","eastern cape","Public Health","Male","121105","40648","161753"
"National","free state","Private Health","Female","9158","4615","13773"
"National","free state","Private Health","Male","7549","3558","11107"
"National","free state","Public Health","Female","83515","40689","124204"
"National","free state","Public Health","Male","71429","30619","102048"
"National","gauteng","Private Health","Female","53218","30291","83509"
"National","gauteng","Private Health","Male","48885","26006","74891"
"National","gauteng","Public Health","Female","162001","65801","227802"
"National","gauteng","Public Health","Male","128114","48410","176524"
"National","kwazulu-natal","Private Health","Female","16928","9605","26533"
"National","kwazulu-natal","Private Health","Male","15383","8244","23627"
"National","kwazulu-natal","Public Health","Female","157386","70142","227528"
"National","kwazulu-natal","Public Health","Male","107330","42551","149881"
"National","limpopo","Private Health","Female","11799","5184","16983"
"National","limpopo","Private Health","Male","9197","3631","12828"
"National","limpopo","Public Health","Female","143670","49655","193325"
"National","limpopo","Public Health","Male","124192","37062","161254"
"National","mpumalanga","Private Health","Female","3956","1712","5668"
"National","mpumalanga","Private Health","Male","3445","1525","4970"
"National","mpumalanga","Public Health","Female","76869","27180","104049"
"National","mpumalanga","Public Health","Male","63395","18732","82127"
"National","northern cape","Private Health","Female","2123","1049","3172"
"National","northern cape","Private Health","Male","1943","812","2755"
"National","northern cape","Public Health","Female","18021","7041","25062"
"National","northern cape","Public Health","Male","14155","5154","19309"
"National","north west","Private Health","Female","5178","2410","7588"
"National","north west","Private Health","Male","4690","2039","6729"
"National","north west","Public Health","Female","78347","27959","106306"
"National","north west","Public Health","Male","64979","20350","85329"
"National","western cape","Private Health","Female","23295","12678","35973"
"National","western cape","Private Health","Male","21049","10970","32019"
"National","western cape","Public Health","Female","47545","16150","63695"
"National","western cape","Public Health","Male","39779","13278","53057"
