"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","53","0","72","125"
"Janssen Vaccines & Prevention B.V","free state","Adults","8","0","40","48"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","288","0","186","474"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","99","0","113","212"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","130","0","136","266"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","86","0","101","187"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","58","0","39","97"
"Janssen Vaccines & Prevention B.V","north west","Adults","71","0","111","182"
"Janssen Vaccines & Prevention B.V","western cape","Adults","58","0","22","80"
"Pfizer","eastern cape","12-17 Years","353","440","0","793"
"Pfizer","eastern cape","Adults","142","202","244","588"
"Pfizer","free state","12-17 Years","43","35","0","78"
"Pfizer","free state","Adults","30","68","74","172"
"Pfizer","gauteng","12-17 Years","60","31","0","91"
"Pfizer","gauteng","Adults","206","294","315","815"
"Pfizer","kwazulu-natal","12-17 Years","7","13","0","20"
"Pfizer","kwazulu-natal","Adults","112","123","125","360"
"Pfizer","limpopo","12-17 Years","68","82","0","150"
"Pfizer","limpopo","Adults","92","99","103","294"
"Pfizer","mpumalanga","12-17 Years","51","115","0","166"
"Pfizer","mpumalanga","Adults","61","88","43","192"
"Pfizer","northern cape","12-17 Years","26","32","0","58"
"Pfizer","northern cape","Adults","15","29","22","66"
"Pfizer","north west","12-17 Years","10","6","0","16"
"Pfizer","north west","Adults","63","61","63","187"
"Pfizer","western cape","12-17 Years","41","113","0","154"
"Pfizer","western cape","Adults","58","84","115","257"
