"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","53"
"Janssen Vaccines & Prevention B.V","free state","Adults","8"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","288"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","99"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","130"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","86"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","58"
"Janssen Vaccines & Prevention B.V","north west","Adults","71"
"Janssen Vaccines & Prevention B.V","western cape","Adults","58"
"Pfizer","eastern cape","12-17 Years","440"
"Pfizer","eastern cape","Adults","202"
"Pfizer","free state","12-17 Years","35"
"Pfizer","free state","Adults","68"
"Pfizer","gauteng","12-17 Years","31"
"Pfizer","gauteng","Adults","294"
"Pfizer","kwazulu-natal","12-17 Years","13"
"Pfizer","kwazulu-natal","Adults","123"
"Pfizer","limpopo","12-17 Years","82"
"Pfizer","limpopo","Adults","99"
"Pfizer","mpumalanga","12-17 Years","115"
"Pfizer","mpumalanga","Adults","88"
"Pfizer","northern cape","12-17 Years","32"
"Pfizer","northern cape","Adults","29"
"Pfizer","north west","12-17 Years","6"
"Pfizer","north west","Adults","61"
"Pfizer","western cape","12-17 Years","113"
"Pfizer","western cape","Adults","84"
