"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","435"
"Janssen Vaccines & Prevention B.V","free state","Adults","206"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1018"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","456"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","488"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","735"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","111"
"Janssen Vaccines & Prevention B.V","north west","Adults","241"
"Janssen Vaccines & Prevention B.V","western cape","Adults","261"
"Pfizer","eastern cape","12-17 Years","736"
"Pfizer","eastern cape","Adults","698"
"Pfizer","free state","12-17 Years","451"
"Pfizer","free state","Adults","366"
"Pfizer","gauteng","12-17 Years","398"
"Pfizer","gauteng","Adults","1438"
"Pfizer","kwazulu-natal","12-17 Years","777"
"Pfizer","kwazulu-natal","Adults","921"
"Pfizer","limpopo","12-17 Years","691"
"Pfizer","limpopo","Adults","458"
"Pfizer","mpumalanga","12-17 Years","425"
"Pfizer","mpumalanga","Adults","314"
"Pfizer","northern cape","12-17 Years","93"
"Pfizer","northern cape","Adults","148"
"Pfizer","north west","12-17 Years","173"
"Pfizer","north west","Adults","280"
"Pfizer","western cape","12-17 Years","85"
"Pfizer","western cape","Adults","530"
