"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","917670"
"Janssen Vaccines & Prevention B.V","free state","Adults","487229"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1546433"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1245060"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1079668"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","829368"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216013"
"Janssen Vaccines & Prevention B.V","north west","Adults","713708"
"Janssen Vaccines & Prevention B.V","western cape","Adults","750960"
"Pfizer","eastern cape","12-17 Years","103520"
"Pfizer","eastern cape","Adults","1128814"
"Pfizer","free state","12-17 Years","79263"
"Pfizer","free state","Adults","593823"
"Pfizer","gauteng","12-17 Years","170484"
"Pfizer","gauteng","Adults","3392183"
"Pfizer","kwazulu-natal","12-17 Years","129318"
"Pfizer","kwazulu-natal","Adults","1652352"
"Pfizer","limpopo","12-17 Years","94670"
"Pfizer","limpopo","Adults","878687"
"Pfizer","mpumalanga","12-17 Years","48613"
"Pfizer","mpumalanga","Adults","474464"
"Pfizer","northern cape","12-17 Years","13810"
"Pfizer","northern cape","Adults","194093"
"Pfizer","north west","12-17 Years","52794"
"Pfizer","north west","Adults","539849"
"Pfizer","western cape","12-17 Years","52982"
"Pfizer","western cape","Adults","1864167"
