"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","902980"
"Janssen Vaccines & Prevention B.V","free state","Adults","480252"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1507488"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1213032"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1064316"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","800924"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","211405"
"Janssen Vaccines & Prevention B.V","north west","Adults","704577"
"Janssen Vaccines & Prevention B.V","western cape","Adults","739324"
"Pfizer","eastern cape","12-17 Years","80778"
"Pfizer","eastern cape","Adults","1099878"
"Pfizer","free state","12-17 Years","71983"
"Pfizer","free state","Adults","578120"
"Pfizer","gauteng","12-17 Years","159095"
"Pfizer","gauteng","Adults","3327704"
"Pfizer","kwazulu-natal","12-17 Years","102307"
"Pfizer","kwazulu-natal","Adults","1601592"
"Pfizer","limpopo","12-17 Years","78932"
"Pfizer","limpopo","Adults","859461"
"Pfizer","mpumalanga","12-17 Years","39370"
"Pfizer","mpumalanga","Adults","457572"
"Pfizer","northern cape","12-17 Years","9549"
"Pfizer","northern cape","Adults","188388"
"Pfizer","north west","12-17 Years","48389"
"Pfizer","north west","Adults","528466"
"Pfizer","western cape","12-17 Years","50240"
"Pfizer","western cape","Adults","1840371"
