"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10683","5008","15691"
"National","eastern cape","Private Health","Male","8926","3849","12775"
"National","eastern cape","Public Health","Female","139083","42890","181973"
"National","eastern cape","Public Health","Male","112923","29031","141954"
"National","free state","Private Health","Female","9215","4262","13477"
"National","free state","Private Health","Male","7470","3252","10722"
"National","free state","Public Health","Female","82357","37102","119459"
"National","free state","Public Health","Male","70104","27367","97471"
"National","gauteng","Private Health","Female","54200","29318","83518"
"National","gauteng","Private Health","Male","49388","24934","74322"
"National","gauteng","Public Health","Female","158631","60716","219347"
"National","gauteng","Public Health","Male","125185","44127","169312"
"National","kwazulu-natal","Private Health","Female","17455","9537","26992"
"National","kwazulu-natal","Private Health","Male","15739","8049","23788"
"National","kwazulu-natal","Public Health","Female","143006","53066","196072"
"National","kwazulu-natal","Public Health","Male","96784","31655","128439"
"National","limpopo","Private Health","Female","11473","4764","16237"
"National","limpopo","Private Health","Male","8903","3388","12291"
"National","limpopo","Public Health","Female","129598","40697","170295"
"National","limpopo","Public Health","Male","109563","30083","139646"
"National","mpumalanga","Private Health","Female","4025","1650","5675"
"National","mpumalanga","Private Health","Male","3518","1432","4950"
"National","mpumalanga","Public Health","Female","71929","21268","93197"
"National","mpumalanga","Public Health","Male","59758","15020","74778"
"National","northern cape","Private Health","Female","2150","1018","3168"
"National","northern cape","Private Health","Male","1950","756","2706"
"National","northern cape","Public Health","Female","15366","4454","19820"
"National","northern cape","Public Health","Male","12109","3321","15430"
"National","north west","Private Health","Female","5302","2389","7691"
"National","north west","Private Health","Male","4777","1988","6765"
"National","north west","Public Health","Female","77549","25717","103266"
"National","north west","Public Health","Male","63900","18295","82195"
"National","western cape","Private Health","Female","23721","12106","35827"
"National","western cape","Private Health","Male","21227","10346","31573"
"National","western cape","Public Health","Female","46909","15314","62223"
"National","western cape","Public Health","Male","38937","12474","51411"
