"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","268"
"Janssen Vaccines & Prevention B.V","free state","Adults","173"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","677"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","413"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","235"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","512"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","80"
"Janssen Vaccines & Prevention B.V","north west","Adults","112"
"Janssen Vaccines & Prevention B.V","western cape","Adults","175"
"Pfizer","eastern cape","12-17 Years","131"
"Pfizer","eastern cape","Adults","425"
"Pfizer","free state","12-17 Years","188"
"Pfizer","free state","Adults","289"
"Pfizer","gauteng","12-17 Years","332"
"Pfizer","gauteng","Adults","1087"
"Pfizer","kwazulu-natal","12-17 Years","194"
"Pfizer","kwazulu-natal","Adults","704"
"Pfizer","limpopo","12-17 Years","283"
"Pfizer","limpopo","Adults","275"
"Pfizer","mpumalanga","12-17 Years","110"
"Pfizer","mpumalanga","Adults","263"
"Pfizer","northern cape","12-17 Years","55"
"Pfizer","northern cape","Adults","103"
"Pfizer","north west","12-17 Years","103"
"Pfizer","north west","Adults","225"
"Pfizer","western cape","12-17 Years","63"
"Pfizer","western cape","Adults","345"
