"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","free state","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","31"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","12"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","15"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","5"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4"
"Janssen Vaccines & Prevention B.V","north west","Adults","13"
"Janssen Vaccines & Prevention B.V","western cape","Adults","3"
"Pfizer","eastern cape","12-17 Years","1"
"Pfizer","eastern cape","Adults","11"
"Pfizer","free state","12-17 Years","1"
"Pfizer","free state","Adults","3"
"Pfizer","gauteng","12-17 Years","10"
"Pfizer","gauteng","Adults","56"
"Pfizer","kwazulu-natal","Adults","1"
"Pfizer","limpopo","Adults","8"
"Pfizer","mpumalanga","Adults","6"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","north west","12-17 Years","3"
"Pfizer","north west","Adults","20"
"Pfizer","western cape","12-17 Years","0"
"Pfizer","western cape","Adults","13"
