"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10326","5107","15433"
"National","eastern cape","Private Health","Male","8727","3965","12692"
"National","eastern cape","Public Health","Female","147871","57723","205594"
"National","eastern cape","Public Health","Male","121976","41688","163664"
"National","free state","Private Health","Female","9151","4605","13756"
"National","free state","Private Health","Male","7552","3552","11104"
"National","free state","Public Health","Female","83534","40742","124276"
"National","free state","Public Health","Male","71457","30684","102141"
"National","gauteng","Private Health","Female","53117","30264","83381"
"National","gauteng","Private Health","Male","48804","25987","74791"
"National","gauteng","Public Health","Female","161751","65856","227607"
"National","gauteng","Public Health","Male","127950","48440","176390"
"National","kwazulu-natal","Private Health","Female","16869","9584","26453"
"National","kwazulu-natal","Private Health","Male","15320","8215","23535"
"National","kwazulu-natal","Public Health","Female","157657","70925","228582"
"National","kwazulu-natal","Public Health","Male","107445","42992","150437"
"National","limpopo","Private Health","Female","11785","5215","17000"
"National","limpopo","Private Health","Male","9175","3660","12835"
"National","limpopo","Public Health","Female","144076","50125","194201"
"National","limpopo","Public Health","Male","124468","37467","161935"
"National","mpumalanga","Private Health","Female","3944","1707","5651"
"National","mpumalanga","Private Health","Male","3443","1525","4968"
"National","mpumalanga","Public Health","Female","76993","27463","104456"
"National","mpumalanga","Public Health","Male","63493","18980","82473"
"National","northern cape","Private Health","Female","2128","1047","3175"
"National","northern cape","Private Health","Male","1947","814","2761"
"National","northern cape","Public Health","Female","18121","7105","25226"
"National","northern cape","Public Health","Male","14225","5199","19424"
"National","north west","Private Health","Female","5168","2408","7576"
"National","north west","Private Health","Male","4672","2034","6706"
"National","north west","Public Health","Female","78216","27989","106205"
"National","north west","Public Health","Male","64840","20375","85215"
"National","western cape","Private Health","Female","23220","12670","35890"
"National","western cape","Private Health","Male","21005","10963","31968"
"National","western cape","Public Health","Female","47953","16308","64261"
"National","western cape","Public Health","Male","40069","13395","53464"
