"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","857743","0","146388","1004131"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","463194","0","90431","553625"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1411943","0","201342","1613285"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1152847","0","175822","1328669"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1046748","0","145035","1191783"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","808963","0","123532","932495"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206746","0","33786","240532"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690807","0","110306","801113"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","657275","0","109121","766396"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60868","0","24221","85089"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137549","0","65384","202933"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94503","0","40024","134527"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21919","0","7151","29070"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94614","0","61527","156141"
"Pfizer","National","eastern cape","Adults","1343903","1132077","238572","2714552"
"Pfizer","National","eastern cape","12-17 Years","288900","108483","0","397383"
"Pfizer","National","free state","12-17 Years","171694","79583","0","251277"
"Pfizer","National","free state","Adults","676733","595285","138083","1410101"
"Pfizer","National","gauteng","12-17 Years","391622","170547","15","562184"
"Pfizer","National","gauteng","Adults","3919038","3397520","669870","7986428"
"Pfizer","National","kwazulu-natal","Adults","1989703","1656979","329793","3976475"
"Pfizer","National","kwazulu-natal","12-17 Years","297291","131716","9","429016"
"Pfizer","National","limpopo","Adults","1046372","880850","172611","2099833"
"Pfizer","National","limpopo","12-17 Years","289504","96467","2","385973"
"Pfizer","National","mpumalanga","12-17 Years","147873","49675","0","197548"
"Pfizer","National","mpumalanga","Adults","576494","475729","106632","1158855"
"Pfizer","National","northern cape","12-17 Years","36421","14165","0","50586"
"Pfizer","National","northern cape","Adults","227335","194435","36005","457775"
"Pfizer","National","north west","12-17 Years","152896","52806","4","205706"
"Pfizer","National","north west","Adults","624422","540593","110638","1275653"
"Pfizer","National","western cape","12-17 Years","132247","53336","2","185585"
"Pfizer","National","western cape","Adults","2124040","1866014","484510","4474564"
