"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10679","4859","15538"
"National","eastern cape","Private Health","Male","8891","3709","12600"
"National","eastern cape","Public Health","Female","128560","34142","162702"
"National","eastern cape","Public Health","Male","103524","22683","126207"
"National","free state","Private Health","Female","8910","3948","12858"
"National","free state","Private Health","Male","7280","3017","10297"
"National","free state","Public Health","Female","79341","33207","112548"
"National","free state","Public Health","Male","67499","24294","91793"
"National","gauteng","Private Health","Female","54182","28673","82855"
"National","gauteng","Private Health","Male","49247","24332","73579"
"National","gauteng","Public Health","Female","150673","53191","203864"
"National","gauteng","Public Health","Male","118848","38767","157615"
"National","kwazulu-natal","Private Health","Female","17482","9398","26880"
"National","kwazulu-natal","Private Health","Male","15755","7918","23673"
"National","kwazulu-natal","Public Health","Female","128154","42056","170210"
"National","kwazulu-natal","Public Health","Male","86895","25349","112244"
"National","limpopo","Private Health","Female","11028","4512","15540"
"National","limpopo","Private Health","Male","8591","3234","11825"
"National","limpopo","Public Health","Female","119654","34621","154275"
"National","limpopo","Public Health","Male","100627","25851","126478"
"National","mpumalanga","Private Health","Female","4020","1610","5630"
"National","mpumalanga","Private Health","Male","3526","1388","4914"
"National","mpumalanga","Public Health","Female","67066","17913","84979"
"National","mpumalanga","Public Health","Male","56106","12938","69044"
"National","northern cape","Private Health","Female","2139","997","3136"
"National","northern cape","Private Health","Male","1945","735","2680"
"National","northern cape","Public Health","Female","12823","3577","16400"
"National","northern cape","Public Health","Male","10182","2691","12873"
"National","north west","Private Health","Female","5260","2335","7595"
"National","north west","Private Health","Male","4734","1946","6680"
"National","north west","Public Health","Female","74658","22742","97400"
"National","north west","Public Health","Male","61505","16180","77685"
"National","western cape","Private Health","Female","23713","11764","35477"
"National","western cape","Private Health","Male","21161","10016","31177"
"National","western cape","Public Health","Female","46703","14887","61590"
"National","western cape","Public Health","Male","38749","12141","50890"
