"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","831314","0","95215","926529"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","451010","0","63098","514108"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1347880","0","154397","1502277"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1100029","0","121967","1221996"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1019090","0","97915","1117005"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","765954","0","79363","845317"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","199840","0","19415","219255"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","674076","0","83033","757109"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","638528","0","87259","725787"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60853","0","24220","85073"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137259","0","65367","202626"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94473","0","40020","134493"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21884","0","7150","29034"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9463","0","4455","13918"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23462","0","8964","32426"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94513","0","61528","156041"
"Pfizer","National","eastern cape","Adults","1304061","1086243","164824","2555128"
"Pfizer","National","eastern cape","12-17 Years","244413","60923","0","305336"
"Pfizer","National","free state","12-17 Years","161703","62574","0","224277"
"Pfizer","National","free state","Adults","655276","570810","102369","1328455"
"Pfizer","National","gauteng","12-17 Years","369987","140934","6","510927"
"Pfizer","National","gauteng","Adults","3822711","3291072","547239","7661022"
"Pfizer","National","kwazulu-natal","Adults","1909985","1574680","253923","3738588"
"Pfizer","National","kwazulu-natal","12-17 Years","243065","79446","4","322515"
"Pfizer","National","limpopo","Adults","1014770","848766","125454","1988990"
"Pfizer","National","limpopo","12-17 Years","234818","66088","0","300906"
"Pfizer","National","mpumalanga","12-17 Years","128560","32277","0","160837"
"Pfizer","National","mpumalanga","Adults","551480","451099","74378","1076957"
"Pfizer","National","northern cape","12-17 Years","26180","7826","0","34006"
"Pfizer","National","northern cape","Adults","218252","185969","24924","429145"
"Pfizer","National","north west","12-17 Years","144081","41580","0","185661"
"Pfizer","National","north west","Adults","606094","522037","86822","1214953"
"Pfizer","National","western cape","12-17 Years","130163","48558","1","178722"
"Pfizer","National","western cape","Adults","2089337","1827751","407767","4324855"
