"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10688","4754","15442"
"National","eastern cape","Private Health","Male","8874","3600","12474"
"National","eastern cape","Public Health","Female","119282","27330","146612"
"National","eastern cape","Public Health","Male","95555","18047","113602"
"National","free state","Private Health","Female","8817","3832","12649"
"National","free state","Private Health","Male","7199","2918","10117"
"National","free state","Public Health","Female","76590","29913","106503"
"National","free state","Public Health","Male","64863","21633","86496"
"National","gauteng","Private Health","Female","54121","27899","82020"
"National","gauteng","Private Health","Male","49044","23506","72550"
"National","gauteng","Public Health","Female","146091","47117","193208"
"National","gauteng","Public Health","Male","115251","34746","149997"
"National","kwazulu-natal","Private Health","Female","17493","9192","26685"
"National","kwazulu-natal","Private Health","Male","15735","7740","23475"
"National","kwazulu-natal","Public Health","Female","120076","33459","153535"
"National","kwazulu-natal","Public Health","Male","81602","20521","102123"
"National","limpopo","Private Health","Female","10614","4368","14982"
"National","limpopo","Private Health","Male","8337","3143","11480"
"National","limpopo","Public Health","Female","113254","30814","144068"
"National","limpopo","Public Health","Male","95059","23322","118381"
"National","mpumalanga","Private Health","Female","4036","1563","5599"
"National","mpumalanga","Private Health","Male","3508","1347","4855"
"National","mpumalanga","Public Health","Female","63574","15644","79218"
"National","mpumalanga","Public Health","Male","53461","11334","64795"
"National","northern cape","Private Health","Female","2142","974","3116"
"National","northern cape","Private Health","Male","1933","713","2646"
"National","northern cape","Public Health","Female","11324","3319","14643"
"National","northern cape","Public Health","Male","9099","2485","11584"
"National","north west","Private Health","Female","5224","2233","7457"
"National","north west","Private Health","Male","4708","1881","6589"
"National","north west","Public Health","Female","72172","20089","92261"
"National","north west","Public Health","Male","59694","14418","74112"
"National","western cape","Private Health","Female","23631","11477","35108"
"National","western cape","Private Health","Male","21043","9719","30762"
"National","western cape","Public Health","Female","46622","14667","61289"
"National","western cape","Public Health","Male","38554","11913","50467"
