"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","888058"
"Janssen Vaccines & Prevention B.V","free state","Adults","473131"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1475413"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1188074"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1048370"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","782446"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","208536"
"Janssen Vaccines & Prevention B.V","north west","Adults","694508"
"Janssen Vaccines & Prevention B.V","western cape","Adults","730190"
"Pfizer","eastern cape","12-17 Years","53731"
"Pfizer","eastern cape","Adults","1080885"
"Pfizer","free state","12-17 Years","58296"
"Pfizer","free state","Adults","567513"
"Pfizer","gauteng","12-17 Years","133268"
"Pfizer","gauteng","Adults","3273786"
"Pfizer","kwazulu-natal","12-17 Years","70912"
"Pfizer","kwazulu-natal","Adults","1565204"
"Pfizer","limpopo","12-17 Years","61647"
"Pfizer","limpopo","Adults","844228"
"Pfizer","mpumalanga","12-17 Years","29888"
"Pfizer","mpumalanga","Adults","448309"
"Pfizer","northern cape","12-17 Years","7491"
"Pfizer","northern cape","Adults","185183"
"Pfizer","north west","12-17 Years","38621"
"Pfizer","north west","Adults","518983"
"Pfizer","western cape","12-17 Years","47776"
"Pfizer","western cape","Adults","1821731"
