"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10265","5099","15364"
"National","eastern cape","Private Health","Male","8689","3964","12653"
"National","eastern cape","Public Health","Female","148702","59430","208132"
"National","eastern cape","Public Health","Male","122721","43095","165816"
"National","free state","Private Health","Female","9129","4624","13753"
"National","free state","Private Health","Male","7526","3568","11094"
"National","free state","Public Health","Female","83429","40877","124306"
"National","free state","Public Health","Male","71471","30742","102213"
"National","gauteng","Private Health","Female","52923","30216","83139"
"National","gauteng","Private Health","Male","48617","25940","74557"
"National","gauteng","Public Health","Female","161297","65992","227289"
"National","gauteng","Public Health","Male","127666","48601","176267"
"National","kwazulu-natal","Private Health","Female","16770","9548","26318"
"National","kwazulu-natal","Private Health","Male","15243","8199","23442"
"National","kwazulu-natal","Public Health","Female","157568","71786","229354"
"National","kwazulu-natal","Public Health","Male","107448","43517","150965"
"National","limpopo","Private Health","Female","11817","5328","17145"
"National","limpopo","Private Health","Male","9210","3706","12916"
"National","limpopo","Public Health","Female","144656","50759","195415"
"National","limpopo","Public Health","Male","124853","37891","162744"
"National","mpumalanga","Private Health","Female","3915","1705","5620"
"National","mpumalanga","Private Health","Male","3429","1519","4948"
"National","mpumalanga","Public Health","Female","77291","28266","105557"
"National","mpumalanga","Public Health","Male","63633","19478","83111"
"National","northern cape","Private Health","Female","2110","1045","3155"
"National","northern cape","Private Health","Male","1937","819","2756"
"National","northern cape","Public Health","Female","18112","7259","25371"
"National","northern cape","Public Health","Male","14241","5325","19566"
"National","north west","Private Health","Female","5138","2405","7543"
"National","north west","Private Health","Male","4657","2028","6685"
"National","north west","Public Health","Female","77913","27982","105895"
"National","north west","Public Health","Male","64639","20448","85087"
"National","western cape","Private Health","Female","23125","12654","35779"
"National","western cape","Private Health","Male","20933","10958","31891"
"National","western cape","Public Health","Female","48264","16534","64798"
"National","western cape","Public Health","Male","40391","13602","53993"
