"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","919367"
"Janssen Vaccines & Prevention B.V","free state","Adults","487924"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1552120"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1248844"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1082345"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","832134"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216338"
"Janssen Vaccines & Prevention B.V","north west","Adults","714812"
"Janssen Vaccines & Prevention B.V","western cape","Adults","752829"
"Pfizer","eastern cape","12-17 Years","111588"
"Pfizer","eastern cape","Adults","1134435"
"Pfizer","free state","12-17 Years","79811"
"Pfizer","free state","Adults","596763"
"Pfizer","gauteng","12-17 Years","170749"
"Pfizer","gauteng","Adults","3402897"
"Pfizer","kwazulu-natal","12-17 Years","133050"
"Pfizer","kwazulu-natal","Adults","1660317"
"Pfizer","limpopo","12-17 Years","97684"
"Pfizer","limpopo","Adults","882404"
"Pfizer","mpumalanga","12-17 Years","50968"
"Pfizer","mpumalanga","Adults","476821"
"Pfizer","northern cape","12-17 Years","14448"
"Pfizer","northern cape","Adults","194703"
"Pfizer","north west","12-17 Years","52863"
"Pfizer","north west","Adults","541330"
"Pfizer","western cape","12-17 Years","53748"
"Pfizer","western cape","Adults","1868542"
