"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","856971","0","144908","1001879"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","462950","0","89741","552691"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1409697","0","200003","1609700"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1151236","0","174518","1325754"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1045767","0","143657","1189424"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","807846","0","122262","930108"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","206601","0","33632","240233"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","690372","0","109684","800056"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","656557","0","108547","765104"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60868","0","24220","85088"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24395","0","12199","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137531","0","65383","202914"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94501","0","40024","134525"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34184","0","17016","51200"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21918","0","7151","29069"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23475","0","8964","32439"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94613","0","61527","156140"
"Pfizer","National","eastern cape","Adults","1341250","1129640","236132","2707022"
"Pfizer","National","eastern cape","12-17 Years","286105","104858","0","390963"
"Pfizer","National","free state","12-17 Years","171714","79360","0","251074"
"Pfizer","National","free state","Adults","675626","594212","136981","1406819"
"Pfizer","National","gauteng","12-17 Years","392740","170547","15","563302"
"Pfizer","National","gauteng","Adults","3914440","3393550","666950","7974940"
"Pfizer","National","kwazulu-natal","Adults","1985850","1653395","327909","3967154"
"Pfizer","National","kwazulu-natal","12-17 Years","296923","129788","9","426720"
"Pfizer","National","limpopo","Adults","1044403","879169","171658","2095230"
"Pfizer","National","limpopo","12-17 Years","288075","94960","2","383037"
"Pfizer","National","mpumalanga","12-17 Years","147480","48902","0","196382"
"Pfizer","National","mpumalanga","Adults","575201","474736","106104","1156041"
"Pfizer","National","northern cape","12-17 Years","36178","13988","0","50166"
"Pfizer","National","northern cape","Adults","226955","194166","35888","457009"
"Pfizer","National","north west","12-17 Years","153351","52791","4","206146"
"Pfizer","National","north west","Adults","623549","539976","110279","1273804"
"Pfizer","National","western cape","12-17 Years","131438","53062","2","184502"
"Pfizer","National","western cape","Adults","2122163","1864560","482792","4469515"
