"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","907817"
"Janssen Vaccines & Prevention B.V","free state","Adults","482699"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1520180"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1221474"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1070560"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","808690"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","212631"
"Janssen Vaccines & Prevention B.V","north west","Adults","707941"
"Janssen Vaccines & Prevention B.V","western cape","Adults","743507"
"Pfizer","eastern cape","12-17 Years","90849"
"Pfizer","eastern cape","Adults","1107756"
"Pfizer","free state","12-17 Years","75371"
"Pfizer","free state","Adults","582436"
"Pfizer","gauteng","12-17 Years","164396"
"Pfizer","gauteng","Adults","3347396"
"Pfizer","kwazulu-natal","12-17 Years","113552"
"Pfizer","kwazulu-natal","Adults","1615931"
"Pfizer","limpopo","12-17 Years","86227"
"Pfizer","limpopo","Adults","865217"
"Pfizer","mpumalanga","12-17 Years","43875"
"Pfizer","mpumalanga","Adults","461446"
"Pfizer","northern cape","12-17 Years","10783"
"Pfizer","northern cape","Adults","189759"
"Pfizer","north west","12-17 Years","51126"
"Pfizer","north west","Adults","531926"
"Pfizer","western cape","12-17 Years","51063"
"Pfizer","western cape","Adults","1847382"
