"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","103"
"Janssen Vaccines & Prevention B.V","free state","Adults","37"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","306"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","205"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","166"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","151"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","47"
"Janssen Vaccines & Prevention B.V","western cape","Adults","65"
"Pfizer","eastern cape","12-17 Years","618"
"Pfizer","eastern cape","Adults","284"
"Pfizer","free state","12-17 Years","122"
"Pfizer","free state","Adults","152"
"Pfizer","gauteng","12-17 Years","65"
"Pfizer","gauteng","Adults","378"
"Pfizer","kwazulu-natal","12-17 Years","293"
"Pfizer","kwazulu-natal","Adults","328"
"Pfizer","limpopo","12-17 Years","319"
"Pfizer","limpopo","Adults","324"
"Pfizer","mpumalanga","12-17 Years","141"
"Pfizer","mpumalanga","Adults","85"
"Pfizer","northern cape","12-17 Years","46"
"Pfizer","northern cape","Adults","17"
"Pfizer","north west","12-17 Years","22"
"Pfizer","north west","Adults","30"
"Pfizer","western cape","12-17 Years","127"
"Pfizer","western cape","Adults","115"
