"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10631","5077","15708"
"National","eastern cape","Private Health","Male","8928","3898","12826"
"National","eastern cape","Public Health","Female","144305","49600","193905"
"National","eastern cape","Public Health","Male","117679","34595","152274"
"National","free state","Private Health","Female","9206","4430","13636"
"National","free state","Private Health","Male","7521","3373","10894"
"National","free state","Public Health","Female","84185","39024","123209"
"National","free state","Public Health","Male","71860","29150","101010"
"National","gauteng","Private Health","Female","53956","29643","83599"
"National","gauteng","Private Health","Male","49410","25289","74699"
"National","gauteng","Public Health","Female","163225","64137","227362"
"National","gauteng","Public Health","Male","128748","46864","175612"
"National","kwazulu-natal","Private Health","Female","17396","9649","27045"
"National","kwazulu-natal","Private Health","Male","15714","8193","23907"
"National","kwazulu-natal","Public Health","Female","153953","61255","215208"
"National","kwazulu-natal","Public Health","Male","104677","37205","141882"
"National","limpopo","Private Health","Female","11804","5070","16874"
"National","limpopo","Private Health","Male","9112","3520","12632"
"National","limpopo","Public Health","Female","139284","45318","184602"
"National","limpopo","Public Health","Male","120089","34043","154132"
"National","mpumalanga","Private Health","Female","4041","1680","5721"
"National","mpumalanga","Private Health","Male","3524","1467","4991"
"National","mpumalanga","Public Health","Female","75000","24488","99488"
"National","mpumalanga","Public Health","Male","62371","17220","79591"
"National","northern cape","Private Health","Female","2148","1040","3188"
"National","northern cape","Private Health","Male","1964","785","2749"
"National","northern cape","Public Health","Female","16873","5332","22205"
"National","northern cape","Public Health","Male","13221","3957","17178"
"National","north west","Private Health","Female","5265","2409","7674"
"National","north west","Private Health","Male","4763","2012","6775"
"National","north west","Public Health","Female","79259","27454","106713"
"National","north west","Public Health","Male","65496","19691","85187"
"National","western cape","Private Health","Female","23721","12364","36085"
"National","western cape","Private Health","Male","21313","10670","31983"
"National","western cape","Public Health","Female","47160","15544","62704"
"National","western cape","Public Health","Male","39256","12686","51942"
