"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","909063"
"Janssen Vaccines & Prevention B.V","free state","Adults","483283"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1523470"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1224437"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1072046"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","811137"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","212884"
"Janssen Vaccines & Prevention B.V","north west","Adults","708750"
"Janssen Vaccines & Prevention B.V","western cape","Adults","744328"
"Pfizer","eastern cape","12-17 Years","93170"
"Pfizer","eastern cape","Adults","1109810"
"Pfizer","free state","12-17 Years","75977"
"Pfizer","free state","Adults","583559"
"Pfizer","gauteng","12-17 Years","165933"
"Pfizer","gauteng","Adults","3352117"
"Pfizer","kwazulu-natal","12-17 Years","116302"
"Pfizer","kwazulu-natal","Adults","1620176"
"Pfizer","limpopo","12-17 Years","87951"
"Pfizer","limpopo","Adults","867085"
"Pfizer","mpumalanga","12-17 Years","44855"
"Pfizer","mpumalanga","Adults","462598"
"Pfizer","northern cape","12-17 Years","11114"
"Pfizer","northern cape","Adults","190103"
"Pfizer","north west","12-17 Years","51566"
"Pfizer","north west","Adults","532879"
"Pfizer","western cape","12-17 Years","51264"
"Pfizer","western cape","Adults","1849013"
