"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","145"
"Janssen Vaccines & Prevention B.V","free state","Adults","106"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","389"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","382"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","162"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","454"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","96"
"Janssen Vaccines & Prevention B.V","north west","Adults","87"
"Janssen Vaccines & Prevention B.V","western cape","Adults","144"
"Pfizer","eastern cape","12-17 Years","93"
"Pfizer","eastern cape","Adults","539"
"Pfizer","free state","12-17 Years","54"
"Pfizer","free state","Adults","231"
"Pfizer","gauteng","12-17 Years","175"
"Pfizer","gauteng","Adults","680"
"Pfizer","kwazulu-natal","12-17 Years","88"
"Pfizer","kwazulu-natal","Adults","490"
"Pfizer","limpopo","12-17 Years","98"
"Pfizer","limpopo","Adults","242"
"Pfizer","mpumalanga","12-17 Years","52"
"Pfizer","mpumalanga","Adults","226"
"Pfizer","northern cape","12-17 Years","42"
"Pfizer","northern cape","Adults","118"
"Pfizer","north west","12-17 Years","25"
"Pfizer","north west","Adults","154"
"Pfizer","western cape","12-17 Years","50"
"Pfizer","western cape","Adults","256"
