"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","38"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","18"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","5"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","13"
"Janssen Vaccines & Prevention B.V","north west","Adults","12"
"Janssen Vaccines & Prevention B.V","western cape","Adults","12"
"Pfizer","eastern cape","12-17 Years","0"
"Pfizer","eastern cape","Adults","9"
"Pfizer","free state","12-17 Years","1"
"Pfizer","free state","Adults","1"
"Pfizer","gauteng","12-17 Years","26"
"Pfizer","gauteng","Adults","99"
"Pfizer","kwazulu-natal","12-17 Years","25"
"Pfizer","kwazulu-natal","Adults","35"
"Pfizer","limpopo","12-17 Years","2"
"Pfizer","limpopo","Adults","9"
"Pfizer","mpumalanga","12-17 Years","6"
"Pfizer","mpumalanga","Adults","5"
"Pfizer","northern cape","Adults","2"
"Pfizer","north west","12-17 Years","21"
"Pfizer","north west","Adults","26"
"Pfizer","western cape","12-17 Years","3"
"Pfizer","western cape","Adults","19"
