"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1","0","1","2"
"Janssen Vaccines & Prevention B.V","free state","Adults","0","0","2","2"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","38","0","23","61"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","18","0","16","34"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","5","0","3","8"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","13","0","16","29"
"Janssen Vaccines & Prevention B.V","north west","Adults","12","0","29","41"
"Janssen Vaccines & Prevention B.V","western cape","Adults","12","0","5","17"
"Pfizer","eastern cape","12-17 Years","8","0","0","8"
"Pfizer","eastern cape","Adults","11","9","11","31"
"Pfizer","free state","12-17 Years","2","1","0","3"
"Pfizer","free state","Adults","0","1","0","1"
"Pfizer","gauteng","12-17 Years","17","26","0","43"
"Pfizer","gauteng","Adults","97","99","111","307"
"Pfizer","kwazulu-natal","12-17 Years","21","25","0","46"
"Pfizer","kwazulu-natal","Adults","30","35","27","92"
"Pfizer","limpopo","12-17 Years","5","2","0","7"
"Pfizer","limpopo","Adults","13","9","4","26"
"Pfizer","mpumalanga","12-17 Years","1","6","0","7"
"Pfizer","mpumalanga","Adults","3","5","5","13"
"Pfizer","northern cape","Adults","2","2","2","6"
"Pfizer","north west","12-17 Years","5","21","0","26"
"Pfizer","north west","Adults","13","26","16","55"
"Pfizer","western cape","12-17 Years","0","3","0","3"
"Pfizer","western cape","Adults","13","19","51","83"
