"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","95"
"Janssen Vaccines & Prevention B.V","free state","Adults","22"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","400"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","152"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","111"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","115"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","59"
"Janssen Vaccines & Prevention B.V","north west","Adults","117"
"Janssen Vaccines & Prevention B.V","western cape","Adults","120"
"Pfizer","eastern cape","12-17 Years","342"
"Pfizer","eastern cape","Adults","416"
"Pfizer","free state","12-17 Years","5"
"Pfizer","free state","Adults","72"
"Pfizer","gauteng","12-17 Years","35"
"Pfizer","gauteng","Adults","315"
"Pfizer","kwazulu-natal","12-17 Years","27"
"Pfizer","kwazulu-natal","Adults","139"
"Pfizer","limpopo","12-17 Years","121"
"Pfizer","limpopo","Adults","186"
"Pfizer","mpumalanga","12-17 Years","110"
"Pfizer","mpumalanga","Adults","86"
"Pfizer","northern cape","12-17 Years","46"
"Pfizer","northern cape","Adults","43"
"Pfizer","north west","12-17 Years","11"
"Pfizer","north west","Adults","95"
"Pfizer","western cape","12-17 Years","6"
"Pfizer","western cape","Adults","127"
