"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","3"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","6"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","3"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","10"
"Pfizer","eastern cape","12-17 Years","1"
"Pfizer","eastern cape","Adults","2"
"Pfizer","gauteng","12-17 Years","0"
"Pfizer","gauteng","Adults","3"
"Pfizer","kwazulu-natal","Adults","1"
"Pfizer","limpopo","Adults","1"
"Pfizer","mpumalanga","12-17 Years","1"
"Pfizer","mpumalanga","Adults","1"
"Pfizer","north west","12-17 Years","2"
"Pfizer","north west","Adults","28"
