"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","3","0","0","3"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","6","0","6","12"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","3","0","0","3"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","1","0","0","1"
"Janssen Vaccines & Prevention B.V","north west","Adults","10","0","9","19"
"Pfizer","eastern cape","12-17 Years","4","1","0","5"
"Pfizer","eastern cape","Adults","1","2","0","3"
"Pfizer","gauteng","12-17 Years","1","0","0","1"
"Pfizer","gauteng","Adults","0","3","0","3"
"Pfizer","kwazulu-natal","Adults","2","1","0","3"
"Pfizer","limpopo","Adults","0","1","0","1"
"Pfizer","mpumalanga","12-17 Years","0","1","0","1"
"Pfizer","mpumalanga","Adults","0","1","0","1"
"Pfizer","north west","12-17 Years","25","2","0","27"
"Pfizer","north west","Adults","8","28","21","57"
