"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","828103","0","88766","916869"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","449233","0","59358","508591"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1339741","0","146917","1486658"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1094738","0","115710","1210448"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1015178","0","90716","1105894"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","761450","0","74790","836240"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","199225","0","18345","217570"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","671453","0","78685","750138"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","636178","0","83819","719997"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60848","0","24220","85068"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24386","0","12199","36585"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137190","0","65357","202547"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94469","0","40020","134489"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34178","0","17016","51194"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21880","0","7150","29030"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9463","0","4455","13918"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23462","0","8964","32426"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94512","0","61527","156039"
"Pfizer","National","eastern cape","Adults","1300639","1081914","155923","2538476"
"Pfizer","National","eastern cape","12-17 Years","236226","54826","0","291052"
"Pfizer","National","free state","12-17 Years","158391","59257","0","217648"
"Pfizer","National","free state","Adults","652946","568123","96562","1317631"
"Pfizer","National","gauteng","12-17 Years","365373","134652","6","500031"
"Pfizer","National","gauteng","Adults","3811622","3276895","522989","7611506"
"Pfizer","National","kwazulu-natal","Adults","1902889","1566869","243685","3713443"
"Pfizer","National","kwazulu-natal","12-17 Years","236926","72496","4","309426"
"Pfizer","National","limpopo","Adults","1011786","845004","117222","1974012"
"Pfizer","National","limpopo","12-17 Years","228458","62518","0","290976"
"Pfizer","National","mpumalanga","12-17 Years","125307","30216","0","155523"
"Pfizer","National","mpumalanga","Adults","549329","448805","70340","1068474"
"Pfizer","National","northern cape","12-17 Years","24772","7549","0","32321"
"Pfizer","National","northern cape","Adults","217417","185347","23765","426529"
"Pfizer","National","north west","12-17 Years","142344","39462","0","181806"
"Pfizer","National","north west","Adults","604179","519522","82145","1205846"
"Pfizer","National","western cape","12-17 Years","129858","47854","1","177713"
"Pfizer","National","western cape","Adults","2085704","1822841","392098","4300643"
