"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10692","4797","15489"
"National","eastern cape","Private Health","Male","8879","3625","12504"
"National","eastern cape","Public Health","Female","120318","27914","148232"
"National","eastern cape","Public Health","Male","96337","18490","114827"
"National","free state","Private Health","Female","8821","3842","12663"
"National","free state","Private Health","Male","7206","2923","10129"
"National","free state","Public Health","Female","77082","30431","107513"
"National","free state","Public Health","Male","65282","22061","87343"
"National","gauteng","Private Health","Female","54158","27992","82150"
"National","gauteng","Private Health","Male","49073","23611","72684"
"National","gauteng","Public Health","Female","146535","47829","194364"
"National","gauteng","Public Health","Male","115607","35220","150827"
"National","kwazulu-natal","Private Health","Female","17484","9196","26680"
"National","kwazulu-natal","Private Health","Male","15739","7750","23489"
"National","kwazulu-natal","Public Health","Female","121317","34544","155861"
"National","kwazulu-natal","Public Health","Male","82386","21006","103392"
"National","limpopo","Private Health","Female","10619","4399","15018"
"National","limpopo","Private Health","Male","8344","3147","11491"
"National","limpopo","Public Health","Female","113900","31304","145204"
"National","limpopo","Public Health","Male","95595","23668","119263"
"National","mpumalanga","Private Health","Female","4039","1566","5605"
"National","mpumalanga","Private Health","Male","3512","1348","4860"
"National","mpumalanga","Public Health","Female","63943","15830","79773"
"National","mpumalanga","Public Health","Male","53813","11472","65285"
"National","northern cape","Private Health","Female","2144","977","3121"
"National","northern cape","Private Health","Male","1932","715","2647"
"National","northern cape","Public Health","Female","11494","3352","14846"
"National","northern cape","Public Health","Male","9202","2505","11707"
"National","north west","Private Health","Female","5228","2272","7500"
"National","north west","Private Health","Male","4712","1899","6611"
"National","north west","Public Health","Female","72453","20568","93021"
"National","north west","Public Health","Male","59951","14723","74674"
"National","western cape","Private Health","Female","23648","11504","35152"
"National","western cape","Private Health","Male","21049","9744","30793"
"National","western cape","Public Health","Female","46608","14683","61291"
"National","western cape","Public Health","Male","38553","11923","50476"
