"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","67","0","144","211"
"Janssen Vaccines & Prevention B.V","free state","Adults","22","0","74","96"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","331","0","203","534"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","144","0","144","288"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","70","0","128","198"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","94","0","100","194"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","30","0","17","47"
"Janssen Vaccines & Prevention B.V","north west","Adults","82","0","180","262"
"Janssen Vaccines & Prevention B.V","western cape","Adults","81","0","44","125"
"Pfizer","eastern cape","12-17 Years","77","88","0","165"
"Pfizer","eastern cape","Adults","86","111","137","334"
"Pfizer","free state","12-17 Years","58","89","0","147"
"Pfizer","free state","Adults","48","73","113","234"
"Pfizer","gauteng","12-17 Years","50","43","0","93"
"Pfizer","gauteng","Adults","241","293","344","878"
"Pfizer","kwazulu-natal","12-17 Years","40","67","0","107"
"Pfizer","kwazulu-natal","Adults","178","188","183","549"
"Pfizer","limpopo","12-17 Years","275","181","0","456"
"Pfizer","limpopo","Adults","65","75","92","232"
"Pfizer","mpumalanga","12-17 Years","95","203","0","298"
"Pfizer","mpumalanga","Adults","68","70","38","176"
"Pfizer","northern cape","12-17 Years","41","23","0","64"
"Pfizer","northern cape","Adults","44","41","29","114"
"Pfizer","north west","12-17 Years","20","18","0","38"
"Pfizer","north west","Adults","53","73","67","193"
"Pfizer","western cape","12-17 Years","43","53","0","96"
"Pfizer","western cape","Adults","86","81","79","246"
