"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","141","0","274","415"
"Janssen Vaccines & Prevention B.V","free state","Adults","46","0","147","193"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","354","0","212","566"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","236","0","222","458"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","157","0","211","368"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","173","0","210","383"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18","0","13","31"
"Janssen Vaccines & Prevention B.V","north west","Adults","57","0","85","142"
"Janssen Vaccines & Prevention B.V","western cape","Adults","89","0","71","160"
"Pfizer","eastern cape","12-17 Years","504","760","0","1264"
"Pfizer","eastern cape","Adults","208","345","437","990"
"Pfizer","free state","12-17 Years","68","76","0","144"
"Pfizer","free state","Adults","102","153","227","482"
"Pfizer","gauteng","12-17 Years","40","126","0","166"
"Pfizer","gauteng","Adults","407","485","420","1312"
"Pfizer","kwazulu-natal","12-17 Years","146","380","0","526"
"Pfizer","kwazulu-natal","Adults","295","439","365","1099"
"Pfizer","limpopo","12-17 Years","413","251","0","664"
"Pfizer","limpopo","Adults","139","258","179","576"
"Pfizer","mpumalanga","12-17 Years","205","133","0","338"
"Pfizer","mpumalanga","Adults","71","145","109","325"
"Pfizer","northern cape","12-17 Years","19","56","0","75"
"Pfizer","northern cape","Adults","20","24","20","64"
"Pfizer","north west","12-17 Years","25","23","0","48"
"Pfizer","north west","Adults","43","47","54","144"
"Pfizer","western cape","12-17 Years","172","142","0","314"
"Pfizer","western cape","Adults","158","158","294","610"
