"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","141"
"Janssen Vaccines & Prevention B.V","free state","Adults","46"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","354"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","236"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","157"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","173"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","18"
"Janssen Vaccines & Prevention B.V","north west","Adults","57"
"Janssen Vaccines & Prevention B.V","western cape","Adults","89"
"Pfizer","eastern cape","12-17 Years","760"
"Pfizer","eastern cape","Adults","345"
"Pfizer","free state","12-17 Years","76"
"Pfizer","free state","Adults","153"
"Pfizer","gauteng","12-17 Years","126"
"Pfizer","gauteng","Adults","485"
"Pfizer","kwazulu-natal","12-17 Years","380"
"Pfizer","kwazulu-natal","Adults","439"
"Pfizer","limpopo","12-17 Years","251"
"Pfizer","limpopo","Adults","258"
"Pfizer","mpumalanga","12-17 Years","133"
"Pfizer","mpumalanga","Adults","145"
"Pfizer","northern cape","12-17 Years","56"
"Pfizer","northern cape","Adults","24"
"Pfizer","north west","12-17 Years","23"
"Pfizer","north west","Adults","47"
"Pfizer","western cape","12-17 Years","142"
"Pfizer","western cape","Adults","158"
