"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","865153","0","156790","1021943"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","465271","0","96033","561304"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1439156","0","216299","1655455"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1166291","0","185829","1352120"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1057979","0","161378","1219357"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","818849","0","133592","952441"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208965","0","35775","244740"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","696592","0","118633","815225"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","665028","0","114083","779111"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137614","0","65389","203003"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94509","0","40023","134532"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34192","0","17016","51208"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21989","0","7152","29141"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23484","0","8966","32450"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94622","0","61527","156149"
"Pfizer","National","eastern cape","Adults","1372030","1155122","261605","2788757"
"Pfizer","National","eastern cape","12-17 Years","301569","127838","0","429407"
"Pfizer","National","free state","12-17 Years","167163","80190","0","247353"
"Pfizer","National","free state","Adults","687949","604160","146492","1438601"
"Pfizer","National","gauteng","12-17 Years","379166","167697","27","546890"
"Pfizer","National","gauteng","Adults","3961473","3432669","696547","8090689"
"Pfizer","National","kwazulu-natal","Adults","2017942","1678463","342011","4038416"
"Pfizer","National","kwazulu-natal","12-17 Years","287784","131938","12","419734"
"Pfizer","National","limpopo","Adults","1067047","894023","183075","2144145"
"Pfizer","National","limpopo","12-17 Years","291145","102226","2","393373"
"Pfizer","National","mpumalanga","12-17 Years","147593","56075","1","203669"
"Pfizer","National","mpumalanga","Adults","588981","484590","110769","1184340"
"Pfizer","National","northern cape","12-17 Years","37409","15963","0","53372"
"Pfizer","National","northern cape","Adults","230964","197056","37771","465791"
"Pfizer","National","north west","12-17 Years","148198","52422","4","200624"
"Pfizer","National","north west","Adults","634573","547485","116377","1298435"
"Pfizer","National","western cape","12-17 Years","129193","54700","3","183896"
"Pfizer","National","western cape","Adults","2140375","1879222","497441","4517038"
