"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","42","0","56","98"
"Janssen Vaccines & Prevention B.V","free state","Adults","2","0","14","16"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","101","0","159","260"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","88","0","85","173"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","35","0","23","58"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","18","0","11","29"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","4","0","4","8"
"Janssen Vaccines & Prevention B.V","north west","Adults","123","0","386","509"
"Janssen Vaccines & Prevention B.V","western cape","Adults","7","0","6","13"
"Pfizer","eastern cape","12-17 Years","11","1","0","12"
"Pfizer","eastern cape","Adults","10","28","81","119"
"Pfizer","free state","12-17 Years","15","5","0","20"
"Pfizer","free state","Adults","11","8","14","33"
"Pfizer","gauteng","12-17 Years","42","99","0","141"
"Pfizer","gauteng","Adults","138","247","508","893"
"Pfizer","kwazulu-natal","12-17 Years","16","30","0","46"
"Pfizer","kwazulu-natal","Adults","53","82","121","256"
"Pfizer","limpopo","12-17 Years","12","27","0","39"
"Pfizer","limpopo","Adults","16","22","29","67"
"Pfizer","mpumalanga","12-17 Years","7","6","0","13"
"Pfizer","mpumalanga","Adults","6","8","21","35"
"Pfizer","northern cape","12-17 Years","1","1","0","2"
"Pfizer","northern cape","Adults","2","4","7","13"
"Pfizer","north west","12-17 Years","143","116","0","259"
"Pfizer","north west","Adults","50","101","173","324"
"Pfizer","western cape","12-17 Years","2","4","0","6"
"Pfizer","western cape","Adults","3","11","34","48"
