"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Pfizer","eastern cape","12-17 Years","0"
"Pfizer","eastern cape","Adults","5"
"Pfizer","free state","Adults","0"
"Pfizer","gauteng","12-17 Years","4"
"Pfizer","gauteng","Adults","12"
"Pfizer","kwazulu-natal","12-17 Years","0"
"Pfizer","kwazulu-natal","Adults","0"
"Pfizer","limpopo","12-17 Years","0"
"Pfizer","limpopo","Adults","2"
"Pfizer","mpumalanga","12-17 Years","0"
"Pfizer","northern cape","Adults","3"
"Pfizer","north west","12-17 Years","0"
"Pfizer","north west","Adults","1"
"Pfizer","western cape","Adults","0"
