"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","13","0","12","25"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","16","0","1","17"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","10","0","5","15"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","8","0","0","8"
"Janssen Vaccines & Prevention B.V","north west","Adults","1","0","8","9"
"Pfizer","eastern cape","12-17 Years","1","0","0","1"
"Pfizer","eastern cape","Adults","13","5","5","23"
"Pfizer","free state","Adults","1","0","0","1"
"Pfizer","gauteng","12-17 Years","4","4","0","8"
"Pfizer","gauteng","Adults","19","12","11","42"
"Pfizer","kwazulu-natal","12-17 Years","1","0","0","1"
"Pfizer","kwazulu-natal","Adults","1","0","0","1"
"Pfizer","limpopo","12-17 Years","3","0","0","3"
"Pfizer","limpopo","Adults","6","2","0","8"
"Pfizer","mpumalanga","12-17 Years","1","0","0","1"
"Pfizer","northern cape","Adults","15","3","0","18"
"Pfizer","north west","12-17 Years","5","0","0","5"
"Pfizer","north west","Adults","5","1","18","24"
"Pfizer","western cape","Adults","0","0","3","3"
