"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","155","36","191"
"National","eastern cape","Amathole DM","Private Health","Male","93","18","111"
"National","eastern cape","Amathole DM","Public Health","Female","14452","5576","20028"
"National","eastern cape","Amathole DM","Public Health","Male","12421","4572","16993"
"National","eastern cape","A Nzo DM","Public Health","Female","32723","17649","50372"
"National","eastern cape","A Nzo DM","Public Health","Male","29076","13777","42853"
"National","eastern cape","Buffalo City MM","Private Health","Female","2776","1134","3910"
"National","eastern cape","Buffalo City MM","Private Health","Male","2270","875","3145"
"National","eastern cape","Buffalo City MM","Public Health","Female","16405","9517","25922"
"National","eastern cape","Buffalo City MM","Public Health","Male","13035","6719","19754"
"National","eastern cape","C Hani DM","Private Health","Female","219","106","325"
"National","eastern cape","C Hani DM","Private Health","Male","153","73","226"
"National","eastern cape","C Hani DM","Public Health","Female","13643","3587","17230"
"National","eastern cape","C Hani DM","Public Health","Male","11001","2621","13622"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","644","358","1002"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","485","215","700"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7772","2703","10475"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","6931","2180","9111"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","3991","2012","6003"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3625","1690","5315"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15698","6465","22163"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12233","4591","16824"
"National","eastern cape","O Tambo DM","Private Health","Female","301","117","418"
"National","eastern cape","O Tambo DM","Private Health","Male","241","111","352"
"National","eastern cape","O Tambo DM","Public Health","Female","43490","17074","60564"
"National","eastern cape","O Tambo DM","Public Health","Male","36681","12832","49513"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1539","1064","2603"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1338","805","2143"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9542","5345","14887"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8015","3995","12010"
"National","free state","Fezile Dabi DM","Private Health","Female","469","339","808"
"National","free state","Fezile Dabi DM","Private Health","Male","442","279","721"
"National","free state","Fezile Dabi DM","Public Health","Female","13042","4996","18038"
"National","free state","Fezile Dabi DM","Public Health","Male","10720","3632","14352"
"National","free state","Lejweleputswa DM","Private Health","Female","3695","1422","5117"
"National","free state","Lejweleputswa DM","Private Health","Male","2956","1076","4032"
"National","free state","Lejweleputswa DM","Public Health","Female","13901","5240","19141"
"National","free state","Lejweleputswa DM","Public Health","Male","11933","3709","15642"
"National","free state","Mangaung MM","Private Health","Female","2929","1997","4926"
