"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","920741"
"Janssen Vaccines & Prevention B.V","free state","Adults","488531"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1557881"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","1251982"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","1084340"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","834458"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","216722"
"Janssen Vaccines & Prevention B.V","north west","Adults","715911"
"Janssen Vaccines & Prevention B.V","western cape","Adults","754632"
"Pfizer","eastern cape","12-17 Years","117099"
"Pfizer","eastern cape","Adults","1139516"
"Pfizer","free state","12-17 Years","80040"
"Pfizer","free state","Adults","599138"
"Pfizer","gauteng","12-17 Years","170075"
"Pfizer","gauteng","Adults","3411829"
"Pfizer","kwazulu-natal","12-17 Years","133745"
"Pfizer","kwazulu-natal","Adults","1666230"
"Pfizer","limpopo","12-17 Years","99734"
"Pfizer","limpopo","Adults","885134"
"Pfizer","mpumalanga","12-17 Years","53281"
"Pfizer","mpumalanga","Adults","478839"
"Pfizer","northern cape","12-17 Years","14950"
"Pfizer","northern cape","Adults","195254"
"Pfizer","north west","12-17 Years","52626"
"Pfizer","north west","Adults","542730"
"Pfizer","western cape","12-17 Years","54304"
"Pfizer","western cape","Adults","1871903"
