"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10082","5026","15108"
"National","eastern cape","Private Health","Male","8546","3916","12462"
"National","eastern cape","Public Health","Female","150849","62325","213174"
"National","eastern cape","Public Health","Male","125020","45832","170852"
"National","free state","Private Health","Female","9072","4626","13698"
"National","free state","Private Health","Male","7506","3591","11097"
"National","free state","Public Health","Female","82853","40927","123780"
"National","free state","Public Health","Male","71045","30896","101941"
"National","gauteng","Private Health","Female","52309","29912","82221"
"National","gauteng","Private Health","Male","48094","25763","73857"
"National","gauteng","Public Health","Female","160031","65816","225847"
"National","gauteng","Public Health","Male","126833","48584","175417"
"National","kwazulu-natal","Private Health","Female","16507","9405","25912"
"National","kwazulu-natal","Private Health","Male","15048","8130","23178"
"National","kwazulu-natal","Public Health","Female","156269","72203","228472"
"National","kwazulu-natal","Public Health","Male","106670","44007","150677"
"National","limpopo","Private Health","Female","11735","5352","17087"
"National","limpopo","Private Health","Male","9107","3720","12827"
"National","limpopo","Public Health","Female","144568","51813","196381"
"National","limpopo","Public Health","Male","124874","38849","163723"
"National","mpumalanga","Private Health","Female","3856","1693","5549"
"National","mpumalanga","Private Health","Male","3383","1504","4887"
"National","mpumalanga","Public Health","Female","77460","29673","107133"
"National","mpumalanga","Public Health","Male","63699","20411","84110"
"National","northern cape","Private Health","Female","2077","1044","3121"
"National","northern cape","Private Health","Male","1910","813","2723"
"National","northern cape","Public Health","Female","18245","7547","25792"
"National","northern cape","Public Health","Male","14338","5546","19884"
"National","north west","Private Health","Female","5058","2390","7448"
"National","north west","Private Health","Male","4611","2022","6633"
"National","north west","Public Health","Female","77144","27795","104939"
"National","north west","Public Health","Male","64100","20419","84519"
"National","western cape","Private Health","Female","22797","12525","35322"
"National","western cape","Private Health","Male","20695","10865","31560"
"National","western cape","Public Health","Female","48303","16965","65268"
"National","western cape","Public Health","Male","40473","13949","54422"
