"vaccine_rollout_phase","province","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Private Health","Female","10242","5099","15341"
"National","eastern cape","Private Health","Male","8666","3960","12626"
"National","eastern cape","Public Health","Female","148894","59855","208749"
"National","eastern cape","Public Health","Male","122858","43407","166265"
"National","free state","Private Health","Female","9113","4616","13729"
"National","free state","Private Health","Male","7517","3567","11084"
"National","free state","Public Health","Female","83331","40918","124249"
"National","free state","Public Health","Male","71392","30769","102161"
"National","gauteng","Private Health","Female","52857","30185","83042"
"National","gauteng","Private Health","Male","48549","25936","74485"
"National","gauteng","Public Health","Female","161056","65962","227018"
"National","gauteng","Public Health","Male","127486","48591","176077"
"National","kwazulu-natal","Private Health","Female","16729","9541","26270"
"National","kwazulu-natal","Private Health","Male","15213","8196","23409"
"National","kwazulu-natal","Public Health","Female","157359","71865","229224"
"National","kwazulu-natal","Public Health","Male","107333","43624","150957"
"National","limpopo","Private Health","Female","11815","5349","17164"
"National","limpopo","Private Health","Male","9198","3711","12909"
"National","limpopo","Public Health","Female","144588","50906","195494"
"National","limpopo","Public Health","Male","124817","38014","162831"
"National","mpumalanga","Private Health","Female","3907","1705","5612"
"National","mpumalanga","Private Health","Male","3421","1521","4942"
"National","mpumalanga","Public Health","Female","77224","28384","105608"
"National","mpumalanga","Public Health","Male","63591","19575","83166"
"National","northern cape","Private Health","Female","2105","1048","3153"
"National","northern cape","Private Health","Male","1933","819","2752"
"National","northern cape","Public Health","Female","18087","7284","25371"
"National","northern cape","Public Health","Male","14230","5352","19582"
"National","north west","Private Health","Female","5126","2402","7528"
"National","north west","Private Health","Male","4652","2028","6680"
"National","north west","Public Health","Female","77790","27947","105737"
"National","north west","Public Health","Male","64544","20431","84975"
"National","western cape","Private Health","Female","23089","12648","35737"
"National","western cape","Private Health","Male","20912","10949","31861"
"National","western cape","Public Health","Female","48268","16635","64903"
"National","western cape","Public Health","Male","40405","13697","54102"
