"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","161","0","137","298"
"Janssen Vaccines & Prevention B.V","free state","Adults","19","0","55","74"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","395","0","203","598"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","150","0","84","234"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","162","0","237","399"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","81","0","152","233"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","38","0","27","65"
"Janssen Vaccines & Prevention B.V","north west","Adults","113","0","105","218"
"Janssen Vaccines & Prevention B.V","western cape","Adults","90","0","50","140"
"Pfizer","eastern cape","12-17 Years","476","422","0","898"
"Pfizer","eastern cape","Adults","276","302","314","892"
"Pfizer","free state","12-17 Years","2","4","0","6"
"Pfizer","free state","Adults","63","73","84","220"
"Pfizer","gauteng","12-17 Years","34","90","0","124"
"Pfizer","gauteng","Adults","262","286","301","849"
"Pfizer","kwazulu-natal","12-17 Years","49","22","0","71"
"Pfizer","kwazulu-natal","Adults","158","145","107","410"
"Pfizer","limpopo","12-17 Years","87","71","0","158"
"Pfizer","limpopo","Adults","146","170","142","458"
"Pfizer","mpumalanga","12-17 Years","54","60","0","114"
"Pfizer","mpumalanga","Adults","33","94","33","160"
"Pfizer","northern cape","12-17 Years","41","32","0","73"
"Pfizer","northern cape","Adults","27","14","12","53"
"Pfizer","north west","12-17 Years","20","8","0","28"
"Pfizer","north west","Adults","53","67","59","179"
"Pfizer","western cape","12-17 Years","7","8","0","15"
"Pfizer","western cape","Adults","102","104","130","336"
