"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","54"
"Janssen Vaccines & Prevention B.V","free state","Adults","18"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","330"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","124"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","46"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","84"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","5"
"Janssen Vaccines & Prevention B.V","north west","Adults","88"
"Janssen Vaccines & Prevention B.V","western cape","Adults","46"
"Pfizer","eastern cape","12-17 Years","32"
"Pfizer","eastern cape","Adults","32"
"Pfizer","free state","12-17 Years","9"
"Pfizer","free state","Adults","12"
"Pfizer","gauteng","12-17 Years","170"
"Pfizer","gauteng","Adults","576"
"Pfizer","kwazulu-natal","12-17 Years","68"
"Pfizer","kwazulu-natal","Adults","240"
"Pfizer","limpopo","12-17 Years","76"
"Pfizer","limpopo","Adults","81"
"Pfizer","mpumalanga","12-17 Years","50"
"Pfizer","mpumalanga","Adults","33"
"Pfizer","northern cape","12-17 Years","5"
"Pfizer","northern cape","Adults","18"
"Pfizer","north west","12-17 Years","36"
"Pfizer","north west","Adults","78"
"Pfizer","western cape","12-17 Years","54"
"Pfizer","western cape","Adults","86"
