"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","54","0","71","125"
"Janssen Vaccines & Prevention B.V","free state","Adults","18","0","24","42"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","330","0","204","534"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","124","0","123","247"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","46","0","49","95"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","84","0","46","130"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","5","0","0","5"
"Janssen Vaccines & Prevention B.V","north west","Adults","88","0","152","240"
"Janssen Vaccines & Prevention B.V","western cape","Adults","46","0","52","98"
"Pfizer","eastern cape","12-17 Years","27","32","0","59"
"Pfizer","eastern cape","Adults","28","32","87","147"
"Pfizer","free state","12-17 Years","9","9","0","18"
"Pfizer","free state","Adults","8","12","36","56"
"Pfizer","gauteng","12-17 Years","150","170","0","320"
"Pfizer","gauteng","Adults","474","576","712","1762"
"Pfizer","kwazulu-natal","12-17 Years","61","68","0","129"
"Pfizer","kwazulu-natal","Adults","183","240","322","745"
"Pfizer","limpopo","12-17 Years","178","76","0","254"
"Pfizer","limpopo","Adults","64","81","71","216"
"Pfizer","mpumalanga","12-17 Years","19","50","0","69"
"Pfizer","mpumalanga","Adults","24","33","62","119"
"Pfizer","northern cape","12-17 Years","0","5","0","5"
"Pfizer","northern cape","Adults","9","18","12","39"
"Pfizer","north west","12-17 Years","135","36","0","171"
"Pfizer","north west","Adults","67","78","136","281"
"Pfizer","western cape","12-17 Years","30","54","0","84"
"Pfizer","western cape","Adults","52","86","296","434"
