"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","47"
"Janssen Vaccines & Prevention B.V","free state","Adults","29"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","358"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","143"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","140"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","136"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","17"
"Janssen Vaccines & Prevention B.V","north west","Adults","49"
"Janssen Vaccines & Prevention B.V","western cape","Adults","92"
"Pfizer","eastern cape","12-17 Years","37"
"Pfizer","eastern cape","Adults","218"
"Pfizer","free state","12-17 Years","23"
"Pfizer","free state","Adults","64"
"Pfizer","gauteng","12-17 Years","33"
"Pfizer","gauteng","Adults","272"
"Pfizer","kwazulu-natal","12-17 Years","30"
"Pfizer","kwazulu-natal","Adults","141"
"Pfizer","limpopo","12-17 Years","33"
"Pfizer","limpopo","Adults","140"
"Pfizer","mpumalanga","12-17 Years","32"
"Pfizer","mpumalanga","Adults","101"
"Pfizer","northern cape","12-17 Years","1"
"Pfizer","northern cape","Adults","5"
"Pfizer","north west","12-17 Years","8"
"Pfizer","north west","Adults","38"
"Pfizer","western cape","12-17 Years","10"
"Pfizer","western cape","Adults","81"
