"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","47","0","162","209"
"Janssen Vaccines & Prevention B.V","free state","Adults","29","0","99","128"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","358","0","196","554"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","143","0","122","265"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","140","0","233","373"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","136","0","96","232"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","17","0","8","25"
"Janssen Vaccines & Prevention B.V","north west","Adults","49","0","72","121"
"Janssen Vaccines & Prevention B.V","western cape","Adults","92","0","19","111"
"Pfizer","eastern cape","12-17 Years","58","37","0","95"
"Pfizer","eastern cape","Adults","181","218","396","795"
"Pfizer","free state","12-17 Years","7","23","0","30"
"Pfizer","free state","Adults","44","64","103","211"
"Pfizer","gauteng","12-17 Years","55","33","0","88"
"Pfizer","gauteng","Adults","295","272","316","883"
"Pfizer","kwazulu-natal","12-17 Years","32","30","0","62"
"Pfizer","kwazulu-natal","Adults","119","141","98","358"
"Pfizer","limpopo","12-17 Years","63","33","0","96"
"Pfizer","limpopo","Adults","147","140","156","443"
"Pfizer","mpumalanga","12-17 Years","16","32","0","48"
"Pfizer","mpumalanga","Adults","102","101","60","263"
"Pfizer","northern cape","12-17 Years","1","1","0","2"
"Pfizer","northern cape","Adults","21","5","4","30"
"Pfizer","north west","12-17 Years","7","8","0","15"
"Pfizer","north west","Adults","50","38","74","162"
"Pfizer","western cape","12-17 Years","16","10","0","26"
"Pfizer","western cape","Adults","95","81","97","273"
