"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","825"
"Janssen Vaccines & Prevention B.V","free state","Adults","313"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","1289"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","780"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","831"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","871"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","143"
"Janssen Vaccines & Prevention B.V","north west","Adults","516"
"Janssen Vaccines & Prevention B.V","western cape","Adults","366"
"Pfizer","eastern cape","12-17 Years","1378"
"Pfizer","eastern cape","Adults","895"
"Pfizer","free state","12-17 Years","555"
"Pfizer","free state","Adults","382"
"Pfizer","gauteng","12-17 Years","1575"
"Pfizer","gauteng","Adults","2183"
"Pfizer","kwazulu-natal","12-17 Years","1115"
"Pfizer","kwazulu-natal","Adults","1221"
"Pfizer","limpopo","12-17 Years","726"
"Pfizer","limpopo","Adults","794"
"Pfizer","mpumalanga","12-17 Years","601"
"Pfizer","mpumalanga","Adults","321"
"Pfizer","northern cape","12-17 Years","18"
"Pfizer","northern cape","Adults","97"
"Pfizer","north west","12-17 Years","498"
"Pfizer","north west","Adults","407"
"Pfizer","western cape","12-17 Years","102"
"Pfizer","western cape","Adults","706"
