"vaccine_rollout_phase","province","district","healthsector","sex","total_number_first_doses_administered","total_number_second_doses_administered","total_number_vaccines_administered"
"National","eastern cape","Amathole DM","Private Health","Female","153","37","190"
"National","eastern cape","Amathole DM","Private Health","Male","95","18","113"
"National","eastern cape","Amathole DM","Public Health","Female","13911","4625","18536"
"National","eastern cape","Amathole DM","Public Health","Male","11814","3836","15650"
"National","eastern cape","A Nzo DM","Public Health","Female","30029","14571","44600"
"National","eastern cape","A Nzo DM","Public Health","Male","26131","11009","37140"
"National","eastern cape","Buffalo City MM","Private Health","Female","2882","1186","4068"
"National","eastern cape","Buffalo City MM","Private Health","Male","2346","906","3252"
"National","eastern cape","Buffalo City MM","Public Health","Female","16140","9090","25230"
"National","eastern cape","Buffalo City MM","Public Health","Male","12469","6235","18704"
"National","eastern cape","C Hani DM","Private Health","Female","226","102","328"
"National","eastern cape","C Hani DM","Private Health","Male","159","74","233"
"National","eastern cape","C Hani DM","Public Health","Female","13974","3615","17589"
"National","eastern cape","C Hani DM","Public Health","Male","11233","2628","13861"
"National","eastern cape","Joe Gqabi DM","Private Health","Female","660","366","1026"
"National","eastern cape","Joe Gqabi DM","Private Health","Male","503","217","720"
"National","eastern cape","Joe Gqabi DM","Public Health","Female","7860","2698","10558"
"National","eastern cape","Joe Gqabi DM","Public Health","Male","7033","2141","9174"
"National","eastern cape","N Mandela Bay MM","Private Health","Female","4124","2070","6194"
"National","eastern cape","N Mandela Bay MM","Private Health","Male","3717","1727","5444"
"National","eastern cape","N Mandela Bay MM","Public Health","Female","15663","6401","22064"
"National","eastern cape","N Mandela Bay MM","Public Health","Male","12192","4493","16685"
"National","eastern cape","O Tambo DM","Private Health","Female","314","122","436"
"National","eastern cape","O Tambo DM","Private Health","Male","253","113","366"
"National","eastern cape","O Tambo DM","Public Health","Female","43698","16764","60462"
"National","eastern cape","O Tambo DM","Public Health","Male","36516","12428","48944"
"National","eastern cape","Sarah Baartman DM","Private Health","Female","1589","1090","2679"
"National","eastern cape","Sarah Baartman DM","Private Health","Male","1377","824","2201"
"National","eastern cape","Sarah Baartman DM","Public Health","Female","9626","5335","14961"
"National","eastern cape","Sarah Baartman DM","Public Health","Male","8082","3949","12031"
"National","free state","Fezile Dabi DM","Private Health","Female","472","343","815"
"National","free state","Fezile Dabi DM","Private Health","Male","449","287","736"
"National","free state","Fezile Dabi DM","Public Health","Female","13279","4976","18255"
"National","free state","Fezile Dabi DM","Public Health","Male","10816","3605","14421"
"National","free state","Lejweleputswa DM","Private Health","Female","3816","1466","5282"
"National","free state","Lejweleputswa DM","Private Health","Male","3051","1105","4156"
"National","free state","Lejweleputswa DM","Public Health","Female","14144","5272","19416"
"National","free state","Lejweleputswa DM","Public Health","Male","12113","3706","15819"
"National","free state","Mangaung MM","Private Health","Female","2930","1733","4663"
"National","free state","Mangaung MM","Private Health","Male","2415","1317","3732"
"National","free state","Mangaung MM","Public Health","Female","23585","13904","37489"
"National","free state","Mangaung MM","Public Health","Male","21065","11207","32272"
"National","free state","T Mofutsanyana DM","Private Health","Female","1867","1137","3004"
"National","free state","T Mofutsanyana DM","Private Health","Male","1595","923","2518"
"National","free state","T Mofutsanyana DM","Public Health","Female","26967","15464","42431"
"National","free state","T Mofutsanyana DM","Public Health","Male","23151","11613","34764"
"National","free state","Xhariep DM","Public Health","Female","4282","1191","5473"
"National","free state","Xhariep DM","Public Health","Male","3513","798","4311"
"National","gauteng","Ekurhuleni MM","Private Health","Female","10901","6642","17543"
"National","gauteng","Ekurhuleni MM","Private Health","Male","10041","5646","15687"
"National","gauteng","Ekurhuleni MM","Public Health","Female","41052","15350","56402"
"National","gauteng","Ekurhuleni MM","Public Health","Male","32416","11155","43571"
"National","gauteng","Johannesburg MM","Private Health","Female","25512","13822","39334"
"National","gauteng","Johannesburg MM","Private Health","Male","23307","11993","35300"
"National","gauteng","Johannesburg MM","Public Health","Female","46607","16888","63495"
"National","gauteng","Johannesburg MM","Public Health","Male","37708","13153","50861"
"National","gauteng","Sedibeng DM","Private Health","Female","1608","1025","2633"
"National","gauteng","Sedibeng DM","Private Health","Male","1444","704","2148"
"National","gauteng","Sedibeng DM","Public Health","Female","13859","5932","19791"
"National","gauteng","Sedibeng DM","Public Health","Male","10902","4553","15455"
"National","gauteng","Tshwane MM","Private Health","Female","11598","6670","18268"
"National","gauteng","Tshwane MM","Private Health","Male","11036","6020","17056"
"National","gauteng","Tshwane MM","Public Health","Female","39921","18589","58510"
"National","gauteng","Tshwane MM","Public Health","Male","30823","13023","43846"
"National","gauteng","West Rand DM","Private Health","Female","2206","1518","3724"
"National","gauteng","West Rand DM","Private Health","Male","1831","1232","3063"
"National","gauteng","West Rand DM","Public Health","Female","17513","8793","26306"
"National","gauteng","West Rand DM","Public Health","Male","14342","6572","20914"
"National","kwazulu-natal","Amajuba DM","Private Health","Female","215","72","287"
"National","kwazulu-natal","Amajuba DM","Private Health","Male","184","57","241"
"National","kwazulu-natal","Amajuba DM","Public Health","Female","6589","2835","9424"
"National","kwazulu-natal","Amajuba DM","Public Health","Male","4237","1743","5980"
"National","kwazulu-natal","eThekwini MM","Private Health","Female","11912","7023","18935"
"National","kwazulu-natal","eThekwini MM","Private Health","Male","11060","6191","17251"
"National","kwazulu-natal","eThekwini MM","Public Health","Female","14460","5510","19970"
"National","kwazulu-natal","eThekwini MM","Public Health","Male","11775","4421","16196"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Female","362","169","531"
"National","kwazulu-natal","Harry Gwala DM","Private Health","Male","347","136","483"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Female","13035","7755","20790"
"National","kwazulu-natal","Harry Gwala DM","Public Health","Male","10204","5626","15830"
"National","kwazulu-natal","iLembe DM","Private Health","Female","551","335","886"
"National","kwazulu-natal","iLembe DM","Private Health","Male","486","281","767"
"National","kwazulu-natal","iLembe DM","Public Health","Female","8386","4142","12528"
"National","kwazulu-natal","iLembe DM","Public Health","Male","4952","2204","7156"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Female","332","135","467"
"National","kwazulu-natal","King Cetshwayo DM","Private Health","Male","310","96","406"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Female","12457","5081","17538"
"National","kwazulu-natal","King Cetshwayo DM","Public Health","Male","8073","3098","11171"
"National","kwazulu-natal","Ugu DM","Private Health","Female","900","560","1460"
"National","kwazulu-natal","Ugu DM","Private Health","Male","716","427","1143"
"National","kwazulu-natal","Ugu DM","Public Health","Female","12414","5113","17527"
"National","kwazulu-natal","Ugu DM","Public Health","Male","8000","2730","10730"
"National","kwazulu-natal","uMgungundlovu DM","Private Health","Female","1625","846","2471"
