"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","free state","Adults","0"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","0"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","0"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","0"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","0"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","0"
"Janssen Vaccines & Prevention B.V","north west","Adults","0"
"Janssen Vaccines & Prevention B.V","western cape","Adults","0"
"Pfizer","eastern cape","12-17 Years","36"
"Pfizer","eastern cape","Adults","124"
"Pfizer","free state","12-17 Years","3"
"Pfizer","free state","Adults","26"
"Pfizer","gauteng","12-17 Years","46"
"Pfizer","gauteng","Adults","209"
"Pfizer","kwazulu-natal","12-17 Years","18"
"Pfizer","kwazulu-natal","Adults","109"
"Pfizer","limpopo","12-17 Years","24"
"Pfizer","limpopo","Adults","60"
"Pfizer","mpumalanga","12-17 Years","12"
"Pfizer","mpumalanga","Adults","50"
"Pfizer","northern cape","12-17 Years","6"
"Pfizer","northern cape","Adults","17"
"Pfizer","north west","12-17 Years","39"
"Pfizer","north west","Adults","41"
"Pfizer","western cape","12-17 Years","9"
"Pfizer","western cape","Adults","52"
