"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","68","0","149","217"
"Janssen Vaccines & Prevention B.V","free state","Adults","24","0","93","117"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","354","0","160","514"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","168","0","127","295"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","253","0","373","626"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","110","0","101","211"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","48","0","53","101"
"Janssen Vaccines & Prevention B.V","north west","Adults","57","0","131","188"
"Janssen Vaccines & Prevention B.V","western cape","Adults","78","0","37","115"
"Pfizer","eastern cape","12-17 Years","156","178","0","334"
"Pfizer","eastern cape","Adults","226","258","412","896"
"Pfizer","free state","12-17 Years","3","5","0","8"
"Pfizer","free state","Adults","54","92","111","257"
"Pfizer","gauteng","12-17 Years","19","7","0","26"
"Pfizer","gauteng","Adults","291","282","269","842"
"Pfizer","kwazulu-natal","12-17 Years","20","4","0","24"
"Pfizer","kwazulu-natal","Adults","143","139","108","390"
"Pfizer","limpopo","12-17 Years","48","100","0","148"
"Pfizer","limpopo","Adults","134","136","188","458"
"Pfizer","mpumalanga","12-17 Years","8","13","0","21"
"Pfizer","mpumalanga","Adults","21","45","40","106"
"Pfizer","northern cape","12-17 Years","1","0","0","1"
"Pfizer","northern cape","Adults","25","19","40","84"
"Pfizer","north west","12-17 Years","20","13","0","33"
"Pfizer","north west","Adults","55","57","60","172"
"Pfizer","western cape","12-17 Years","19","3","0","22"
"Pfizer","western cape","Adults","101","89","104","294"
