"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","68"
"Janssen Vaccines & Prevention B.V","free state","Adults","24"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","354"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","168"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","253"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","110"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","48"
"Janssen Vaccines & Prevention B.V","north west","Adults","57"
"Janssen Vaccines & Prevention B.V","western cape","Adults","78"
"Pfizer","eastern cape","12-17 Years","178"
"Pfizer","eastern cape","Adults","258"
"Pfizer","free state","12-17 Years","5"
"Pfizer","free state","Adults","92"
"Pfizer","gauteng","12-17 Years","7"
"Pfizer","gauteng","Adults","282"
"Pfizer","kwazulu-natal","12-17 Years","4"
"Pfizer","kwazulu-natal","Adults","139"
"Pfizer","limpopo","12-17 Years","100"
"Pfizer","limpopo","Adults","136"
"Pfizer","mpumalanga","12-17 Years","13"
"Pfizer","mpumalanga","Adults","45"
"Pfizer","northern cape","12-17 Years","0"
"Pfizer","northern cape","Adults","19"
"Pfizer","north west","12-17 Years","13"
"Pfizer","north west","Adults","57"
"Pfizer","western cape","12-17 Years","3"
"Pfizer","western cape","Adults","89"
