"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","208"
"Janssen Vaccines & Prevention B.V","free state","Adults","93"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","409"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","451"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","202"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","488"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","85"
"Janssen Vaccines & Prevention B.V","north west","Adults","78"
"Janssen Vaccines & Prevention B.V","western cape","Adults","79"
"Pfizer","eastern cape","12-17 Years","879"
"Pfizer","eastern cape","Adults","408"
"Pfizer","free state","12-17 Years","158"
"Pfizer","free state","Adults","220"
"Pfizer","gauteng","12-17 Years","84"
"Pfizer","gauteng","Adults","493"
"Pfizer","kwazulu-natal","12-17 Years","391"
"Pfizer","kwazulu-natal","Adults","488"
"Pfizer","limpopo","12-17 Years","478"
"Pfizer","limpopo","Adults","193"
"Pfizer","mpumalanga","12-17 Years","151"
"Pfizer","mpumalanga","Adults","248"
"Pfizer","northern cape","12-17 Years","166"
"Pfizer","northern cape","Adults","71"
"Pfizer","north west","12-17 Years","42"
"Pfizer","north west","Adults","74"
"Pfizer","western cape","12-17 Years","41"
"Pfizer","western cape","Adults","182"
