"vaccine_manufacturer","vaccine_rollout_phase","province","age_group","total_number_first_doses_administered","total_number_second_doses_administered","total_number_booster_doses_administered","total_number_vaccines_administered"
"Janssen Vaccines & Prevention B.V","National","eastern cape","Adults","862232","0","153600","1015832"
"Janssen Vaccines & Prevention B.V","National","free state","Adults","464853","0","95003","559856"
"Janssen Vaccines & Prevention B.V","National","gauteng","Adults","1430814","0","212025","1642839"
"Janssen Vaccines & Prevention B.V","National","kwazulu-natal","Adults","1162861","0","183470","1346331"
"Janssen Vaccines & Prevention B.V","National","limpopo","Adults","1055662","0","157509","1213171"
"Janssen Vaccines & Prevention B.V","National","mpumalanga","Adults","816760","0","130866","947626"
"Janssen Vaccines & Prevention B.V","National","northern cape","Adults","208376","0","35202","243578"
"Janssen Vaccines & Prevention B.V","National","north west","Adults","694821","0","116054","810875"
"Janssen Vaccines & Prevention B.V","National","western cape","Adults","662836","0","112671","775507"
"Janssen Vaccines & Prevention B.V","Sisonke","eastern cape","Adults","60873","0","24222","85095"
"Janssen Vaccines & Prevention B.V","Sisonke","free state","Adults","24396","0","12198","36594"
"Janssen Vaccines & Prevention B.V","Sisonke","gauteng","Adults","137588","0","65388","202976"
"Janssen Vaccines & Prevention B.V","Sisonke","kwazulu-natal","Adults","94507","0","40023","134530"
"Janssen Vaccines & Prevention B.V","Sisonke","limpopo","Adults","34187","0","17016","51203"
"Janssen Vaccines & Prevention B.V","Sisonke","mpumalanga","Adults","21927","0","7152","29079"
"Janssen Vaccines & Prevention B.V","Sisonke","northern cape","Adults","9464","0","4455","13919"
"Janssen Vaccines & Prevention B.V","Sisonke","north west","Adults","23481","0","8966","32447"
"Janssen Vaccines & Prevention B.V","Sisonke","western cape","Adults","94616","0","61527","156143"
"Pfizer","National","eastern cape","Adults","1364023","1148168","254471","2766662"
"Pfizer","National","eastern cape","12-17 Years","299338","124281","0","423619"
"Pfizer","National","free state","12-17 Years","168512","80458","0","248970"
"Pfizer","National","free state","Adults","685407","602248","144832","1432487"
"Pfizer","National","gauteng","12-17 Years","382079","168529","20","550628"
"Pfizer","National","gauteng","Adults","3950866","3424372","689723","8064961"
"Pfizer","National","kwazulu-natal","Adults","2011999","1674094","339940","4026033"
"Pfizer","National","kwazulu-natal","12-17 Years","290304","132696","12","423012"
"Pfizer","National","limpopo","Adults","1061875","890514","180116","2132505"
"Pfizer","National","limpopo","12-17 Years","289961","101527","2","391490"
"Pfizer","National","mpumalanga","12-17 Years","148112","55406","0","203518"
"Pfizer","National","mpumalanga","Adults","586421","482447","109671","1178539"
"Pfizer","National","northern cape","12-17 Years","36641","15532","0","52173"
"Pfizer","National","northern cape","Adults","229952","196219","37221","463392"
"Pfizer","National","north west","12-17 Years","149206","52372","4","201582"
"Pfizer","National","north west","Adults","631672","545351","114396","1291419"
"Pfizer","National","western cape","12-17 Years","130266","54773","3","185042"
"Pfizer","National","western cape","Adults","2136518","1876303","494315","4507136"
