"vaccine_manufacturer","province","district","age_group","total_number_fully_vaccinated"
"Janssen Vaccines & Prevention B.V","eastern cape","Amathole DM","Adults","102973"
"Janssen Vaccines & Prevention B.V","eastern cape","A Nzo DM","Adults","119948"
"Janssen Vaccines & Prevention B.V","eastern cape","Buffalo City MM","Adults","72199"
"Janssen Vaccines & Prevention B.V","eastern cape","C Hani DM","Adults","107582"
"Janssen Vaccines & Prevention B.V","eastern cape","Joe Gqabi DM","Adults","51429"
"Janssen Vaccines & Prevention B.V","eastern cape","N Mandela Bay MM","Adults","165923"
"Janssen Vaccines & Prevention B.V","eastern cape","O Tambo DM","Adults","212175"
"Janssen Vaccines & Prevention B.V","eastern cape","Sarah Baartman DM","Adults","90876"
"Janssen Vaccines & Prevention B.V","free state","Fezile Dabi DM","Adults","81306"
"Janssen Vaccines & Prevention B.V","free state","Lejweleputswa DM","Adults","76067"
"Janssen Vaccines & Prevention B.V","free state","Mangaung MM","Adults","153657"
"Janssen Vaccines & Prevention B.V","free state","T Mofutsanyana DM","Adults","144809"
"Janssen Vaccines & Prevention B.V","free state","Xhariep DM","Adults","33410"
"Janssen Vaccines & Prevention B.V","gauteng","Ekurhuleni MM","Adults","327706"
"Janssen Vaccines & Prevention B.V","gauteng","Johannesburg MM","Adults","560561"
"Janssen Vaccines & Prevention B.V","gauteng","Sedibeng DM","Adults","102815"
"Janssen Vaccines & Prevention B.V","gauteng","Tshwane MM","Adults","469273"
"Janssen Vaccines & Prevention B.V","gauteng","West Rand DM","Adults","108051"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Amajuba DM","Adults","80145"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","eThekwini MM","Adults","345609"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Harry Gwala DM","Adults","58799"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","iLembe DM","Adults","63968"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","King Cetshwayo DM","Adults","102886"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Ugu DM","Adults","67814"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","uMgungundlovu DM","Adults","141763"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umkhanyakude DM","Adults","102807"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Umzinyathi DM","Adults","97608"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Uthukela DM","Adults","97065"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Zululand DM","Adults","98906"
"Janssen Vaccines & Prevention B.V","limpopo","Capricorn DM","Adults","275320"
"Janssen Vaccines & Prevention B.V","limpopo","Mopani DM","Adults","245638"
"Janssen Vaccines & Prevention B.V","limpopo","Sekhukhune DM","Adults","187145"
"Janssen Vaccines & Prevention B.V","limpopo","Vhembe DM","Adults","244940"
"Janssen Vaccines & Prevention B.V","limpopo","Waterberg DM","Adults","136806"
"Janssen Vaccines & Prevention B.V","mpumalanga","Ehlanzeni DM","Adults","416554"
"Janssen Vaccines & Prevention B.V","mpumalanga","G Sibande DM","Adults","189520"
"Janssen Vaccines & Prevention B.V","mpumalanga","Nkangala DM","Adults","232613"
"Janssen Vaccines & Prevention B.V","northern cape","Frances Baard DM","Adults","71949"
"Janssen Vaccines & Prevention B.V","northern cape","J T Gaetsewe DM","Adults","41830"
"Janssen Vaccines & Prevention B.V","northern cape","Namakwa DM","Adults","16380"
"Janssen Vaccines & Prevention B.V","northern cape","Pixley ka Seme DM","Adults","28274"
"Janssen Vaccines & Prevention B.V","northern cape","ZF Mgcawu DM","Adults","59407"
"Janssen Vaccines & Prevention B.V","north west","Bojanala Platinum DM","Adults","297058"
"Janssen Vaccines & Prevention B.V","north west","Dr K Kaunda DM","Adults","109442"
"Janssen Vaccines & Prevention B.V","north west","Ngaka Modiri Molema DM","Adults","201217"
"Janssen Vaccines & Prevention B.V","north west","Ruth Segomotsi Mompati DM","Adults","110585"
"Janssen Vaccines & Prevention B.V","western cape","Cape Town MM","Adults","434560"
"Janssen Vaccines & Prevention B.V","western cape","Cape Winelands DM","Adults","121660"
"Janssen Vaccines & Prevention B.V","western cape","Central Karoo DM","Adults","6838"
"Janssen Vaccines & Prevention B.V","western cape","Garden Route DM","Adults","78153"
"Janssen Vaccines & Prevention B.V","western cape","Overberg DM","Adults","47535"
"Janssen Vaccines & Prevention B.V","western cape","West Coast DM","Adults","68706"
"Pfizer","eastern cape","Amathole DM","12-17 Years","9716"
"Pfizer","eastern cape","Amathole DM","Adults","148808"
"Pfizer","eastern cape","A Nzo DM","12-17 Years","28701"
"Pfizer","eastern cape","A Nzo DM","Adults","103859"
"Pfizer","eastern cape","Buffalo City MM","12-17 Years","18032"
"Pfizer","eastern cape","Buffalo City MM","Adults","213546"
"Pfizer","eastern cape","C Hani DM","12-17 Years","6437"
"Pfizer","eastern cape","C Hani DM","Adults","118968"
"Pfizer","eastern cape","Joe Gqabi DM","12-17 Years","5498"
"Pfizer","eastern cape","Joe Gqabi DM","Adults","56043"
"Pfizer","eastern cape","N Mandela Bay MM","12-17 Years","14748"
"Pfizer","eastern cape","N Mandela Bay MM","Adults","276236"
"Pfizer","eastern cape","O Tambo DM","12-17 Years","29869"
"Pfizer","eastern cape","O Tambo DM","Adults","137012"
"Pfizer","eastern cape","Sarah Baartman DM","12-17 Years","11280"
"Pfizer","eastern cape","Sarah Baartman DM","Adults","93698"
"Pfizer","free state","Fezile Dabi DM","12-17 Years","9285"
"Pfizer","free state","Fezile Dabi DM","Adults","93965"
"Pfizer","free state","Lejweleputswa DM","12-17 Years","11564"
"Pfizer","free state","Lejweleputswa DM","Adults","154178"
"Pfizer","free state","Mangaung MM","12-17 Years","28452"
"Pfizer","free state","Mangaung MM","Adults","201874"
"Pfizer","free state","T Mofutsanyana DM","12-17 Years","29146"
"Pfizer","free state","T Mofutsanyana DM","Adults","137951"
"Pfizer","free state","Xhariep DM","12-17 Years","2011"
"Pfizer","free state","Xhariep DM","Adults","14281"
"Pfizer","gauteng","Ekurhuleni MM","12-17 Years","38618"
"Pfizer","gauteng","Ekurhuleni MM","Adults","808336"
"Pfizer","gauteng","Johannesburg MM","12-17 Years","55484"
"Pfizer","gauteng","Johannesburg MM","Adults","1494176"
"Pfizer","gauteng","Sedibeng DM","12-17 Years","12116"
"Pfizer","gauteng","Sedibeng DM","Adults","155292"
"Pfizer","gauteng","Tshwane MM","12-17 Years","44213"
"Pfizer","gauteng","Tshwane MM","Adults","731610"
"Pfizer","gauteng","West Rand DM","12-17 Years","18098"
"Pfizer","gauteng","West Rand DM","Adults","234977"
"Pfizer","kwazulu-natal","Amajuba DM","12-17 Years","4691"
"Pfizer","kwazulu-natal","Amajuba DM","Adults","50092"
"Pfizer","kwazulu-natal","eThekwini MM","12-17 Years","23015"
"Pfizer","kwazulu-natal","eThekwini MM","Adults","770831"
"Pfizer","kwazulu-natal","Harry Gwala DM","12-17 Years","13637"
"Pfizer","kwazulu-natal","Harry Gwala DM","Adults","68370"
"Pfizer","kwazulu-natal","iLembe DM","12-17 Years","6945"
"Pfizer","kwazulu-natal","iLembe DM","Adults","98975"
"Pfizer","kwazulu-natal","King Cetshwayo DM","12-17 Years","8336"
"Pfizer","kwazulu-natal","King Cetshwayo DM","Adults","92839"
"Pfizer","kwazulu-natal","Ugu DM","12-17 Years","8884"
"Pfizer","kwazulu-natal","Ugu DM","Adults","134811"
"Pfizer","kwazulu-natal","uMgungundlovu DM","12-17 Years","9610"
"Pfizer","kwazulu-natal","uMgungundlovu DM","Adults","213869"
"Pfizer","kwazulu-natal","Umkhanyakude DM","12-17 Years","15751"
"Pfizer","kwazulu-natal","Umkhanyakude DM","Adults","59101"
"Pfizer","kwazulu-natal","Umzinyathi DM","12-17 Years","9786"
"Pfizer","kwazulu-natal","Umzinyathi DM","Adults","42830"
"Pfizer","kwazulu-natal","Uthukela DM","12-17 Years","11089"
"Pfizer","kwazulu-natal","Uthukela DM","Adults","57773"
"Pfizer","kwazulu-natal","Zululand DM","12-17 Years","20952"
"Pfizer","kwazulu-natal","Zululand DM","Adults","84608"
"Pfizer","limpopo","Capricorn DM","12-17 Years","26981"
"Pfizer","limpopo","Capricorn DM","Adults","194207"
"Pfizer","limpopo","Mopani DM","12-17 Years","22369"
"Pfizer","limpopo","Mopani DM","Adults","176914"
"Pfizer","limpopo","Sekhukhune DM","12-17 Years","18485"
"Pfizer","limpopo","Sekhukhune DM","Adults","143703"
"Pfizer","limpopo","Vhembe DM","12-17 Years","21545"
"Pfizer","limpopo","Vhembe DM","Adults","204572"
"Pfizer","limpopo","Waterberg DM","12-17 Years","12147"
"Pfizer","limpopo","Waterberg DM","Adults","171118"
"Pfizer","mpumalanga","Ehlanzeni DM","12-17 Years","32710"
"Pfizer","mpumalanga","Ehlanzeni DM","Adults","201855"
"Pfizer","mpumalanga","G Sibande DM","12-17 Years","10547"
"Pfizer","mpumalanga","G Sibande DM","Adults","138281"
"Pfizer","mpumalanga","Nkangala DM","12-17 Years","12149"
"Pfizer","mpumalanga","Nkangala DM","Adults","142312"
"Pfizer","northern cape","Frances Baard DM","12-17 Years","6550"
"Pfizer","northern cape","Frances Baard DM","Adults","69763"
"Pfizer","northern cape","J T Gaetsewe DM","12-17 Years","2300"
"Pfizer","northern cape","J T Gaetsewe DM","Adults","35712"
"Pfizer","northern cape","Namakwa DM","12-17 Years","1170"
"Pfizer","northern cape","Namakwa DM","Adults","26250"
"Pfizer","northern cape","Pixley ka Seme DM","12-17 Years","2738"
"Pfizer","northern cape","Pixley ka Seme DM","Adults","26109"
"Pfizer","northern cape","ZF Mgcawu DM","12-17 Years","2774"
"Pfizer","northern cape","ZF Mgcawu DM","Adults","38385"
"Pfizer","north west","Bojanala Platinum DM","12-17 Years","23387"
"Pfizer","north west","Bojanala Platinum DM","Adults","275937"
"Pfizer","north west","Dr K Kaunda DM","12-17 Years","8952"
"Pfizer","north west","Dr K Kaunda DM","Adults","138282"
"Pfizer","north west","Ngaka Modiri Molema DM","12-17 Years","12991"
"Pfizer","north west","Ngaka Modiri Molema DM","Adults","95883"
"Pfizer","north west","Ruth Segomotsi Mompati DM","12-17 Years","7042"
"Pfizer","north west","Ruth Segomotsi Mompati DM","Adults","35251"
"Pfizer","western cape","Cape Town MM","12-17 Years","37092"
"Pfizer","western cape","Cape Town MM","Adults","1307683"
"Pfizer","western cape","Cape Winelands DM","12-17 Years","7385"
"Pfizer","western cape","Cape Winelands DM","Adults","235440"
"Pfizer","western cape","Central Karoo DM","12-17 Years","664"
"Pfizer","western cape","Central Karoo DM","Adults","14492"
"Pfizer","western cape","Garden Route DM","12-17 Years","4541"
"Pfizer","western cape","Garden Route DM","Adults","148716"
"Pfizer","western cape","Overberg DM","12-17 Years","1778"
"Pfizer","western cape","Overberg DM","Adults","79811"
"Pfizer","western cape","West Coast DM","12-17 Years","3313"
"Pfizer","western cape","West Coast DM","Adults","90176"
