"vaccine_manufacturer","province","age_group","total_number_fully_vaccinated_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","94"
"Janssen Vaccines & Prevention B.V","free state","Adults","88"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","520"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","220"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","110"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","305"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","134"
"Janssen Vaccines & Prevention B.V","north west","Adults","81"
"Janssen Vaccines & Prevention B.V","western cape","Adults","101"
"Pfizer","eastern cape","12-17 Years","36"
"Pfizer","eastern cape","Adults","211"
"Pfizer","free state","12-17 Years","71"
"Pfizer","free state","Adults","140"
"Pfizer","gauteng","12-17 Years","194"
"Pfizer","gauteng","Adults","784"
"Pfizer","kwazulu-natal","12-17 Years","120"
"Pfizer","kwazulu-natal","Adults","448"
"Pfizer","limpopo","12-17 Years","65"
"Pfizer","limpopo","Adults","149"
"Pfizer","mpumalanga","12-17 Years","60"
"Pfizer","mpumalanga","Adults","208"
"Pfizer","northern cape","12-17 Years","61"
"Pfizer","northern cape","Adults","140"
"Pfizer","north west","12-17 Years","42"
"Pfizer","north west","Adults","96"
"Pfizer","western cape","12-17 Years","65"
"Pfizer","western cape","Adults","265"
