"vaccine_manufacturer","province","age_group","total_number_first_doses_administered_last_24_hours","total_number_second_doses_administered_last_24_hours","total_number_booster_doses_administered_last_24_hours","total_number_doses_administered_last_24_hours"
"Janssen Vaccines & Prevention B.V","eastern cape","Adults","94","0","175","269"
"Janssen Vaccines & Prevention B.V","free state","Adults","88","0","245","333"
"Janssen Vaccines & Prevention B.V","gauteng","Adults","520","0","334","854"
"Janssen Vaccines & Prevention B.V","kwazulu-natal","Adults","220","0","189","409"
"Janssen Vaccines & Prevention B.V","limpopo","Adults","110","0","198","308"
"Janssen Vaccines & Prevention B.V","mpumalanga","Adults","305","0","311","616"
"Janssen Vaccines & Prevention B.V","northern cape","Adults","134","0","415","549"
"Janssen Vaccines & Prevention B.V","north west","Adults","81","0","108","189"
"Janssen Vaccines & Prevention B.V","western cape","Adults","101","0","145","246"
"Pfizer","eastern cape","12-17 Years","33","36","0","69"
"Pfizer","eastern cape","Adults","118","211","314","643"
"Pfizer","free state","12-17 Years","50","71","0","121"
"Pfizer","free state","Adults","69","140","314","523"
"Pfizer","gauteng","12-17 Years","118","194","0","312"
"Pfizer","gauteng","Adults","571","784","892","2247"
"Pfizer","kwazulu-natal","12-17 Years","49","120","0","169"
"Pfizer","kwazulu-natal","Adults","341","448","503","1292"
"Pfizer","limpopo","12-17 Years","52","65","0","117"
"Pfizer","limpopo","Adults","125","149","215","489"
"Pfizer","mpumalanga","12-17 Years","63","60","0","123"
"Pfizer","mpumalanga","Adults","138","208","351","697"
"Pfizer","northern cape","12-17 Years","33","61","0","94"
"Pfizer","northern cape","Adults","141","140","159","440"
"Pfizer","north west","12-17 Years","30","42","0","72"
"Pfizer","north west","Adults","52","96","152","300"
"Pfizer","western cape","12-17 Years","38","65","0","103"
"Pfizer","western cape","Adults","170","265","512","947"
